CLAVE_UNICA,NOM_LOC,POBTOT,SCORE_REZAGO,GRADO_REZAGO,LAT_DECIMAL,LON_DECIMAL
203240105,El Tololote,252,8.5591663238,Medio,15.781643,-96.42102
203240106,Yolina,36,6.1620459371,Bajo,15.73076,-96.409142
203240109,Barrio Nuevo Toltepec,359,8.9196467842,Medio,15.864211,-96.464861
203240111,Comala,500,9.0620550808,Medio,15.869629,-96.481292
203240113,Galilea,222,8.0186788074,Medio,15.855803,-96.464051
203240117,Las Juntas (Junta la Segunda),63,7.8005737111,Medio,15.726323,-96.426171
203240124,Palotada (San Juan Palotada),398,8.9369719214,Medio,15.733724,-96.337455
203240125,Carnizuelo,111,9.558434154,Medio,15.836416,-96.474187
203240126,Palestina,118,9.1992732051,Medio,15.865729,-96.472195
203240131,Arroyón (Piedra de la Virgen),65,5.2741146969,Bajo,15.759527,-96.484557
203240133,Barrio Cuaydiguele,339,11.0360990997,Alto,15.746323,-96.473613
203240137,Nueva Chapingo [Colonia],505,10.8795788208,Alto,15.730566,-96.470207
203240138,Barranquilla,261,10.6224605873,Alto,15.743304,-96.456723
203240139,La Cruz del Siglo,394,11.2633008064,Alto,15.740999,-96.458853
203240141,Salchi,21,11.5573421129,Alto,15.690838,-96.348573
203240143,Paso los Indios,42,5.5398950398,Bajo,15.827291,-96.475571
203240144,Piedra Ancha (Azulillo),18,8.1921074263,Medio,15.877808,-96.483152
203240146,Laguna Seca (Sección Cuarta),492,11.0405640574,Alto,15.736359,-96.463939
203240147,Miramar,187,9.6113586176,Alto,15.703829,-96.48318
203240148,Estacahuite,298,11.583999268,Alto,15.668636,-96.484597
203240149,La Boquilla,8,12.6786195593,Alto,15.683306,-96.466093
203240151,Barra de Cuatunalco,170,10.9446904744,Alto,15.689904,-96.338969
203240152,Zacamalín,39,7.2673406004,Medio,15.699191,-96.397436
203240153,La Lagartija,55,10.3962809963,Alto,15.704512,-96.402234
203240154,La Redonda,13,8.6702491874,Medio,15.715904,-96.41839
203240158,Río Grande Paso Xonene,114,9.1103913916,Medio,15.779587,-96.509955
203240159,Las Palmas,168,9.0395153471,Medio,15.720755,-96.337184
203240160,El Coyote,121,6.6850679826,Bajo,15.706185,-96.345419
203240162,Nanche Dulce,43,7.5007369473,Medio,15.769731,-96.447756
203240167,Arroyo Arena,19,11.5217729305,Alto,15.820819,-96.346332
203240171,Cerro Prieto,25,5.9369540559,Bajo,15.812069,-96.463521
203240173,Juan Diegal,72,7.6577233497,Medio,15.719811,-96.436227
203240177,Renacimiento,24,5.1077966148,Bajo,15.866401,-96.382741
203240188,Arroyo Macalla,260,9.6434412283,Alto,15.750563,-96.477395
203240189,Arroyo Rico,106,10.6244543194,Alto,15.839959,-96.462959
203240191,Barrio Nuevo Chapingo,217,8.7322918828,Medio,15.723405,-96.459422
203240192,Cacahuatal,59,9.2762925742,Medio,15.765679,-96.488984
203240195,La Ciénega II,206,7.2433975676,Medio,15.734046,-96.349707
203240196,La Guayabita,59,10.0453973162,Alto,15.732247,-96.48597
203240198,Loma Larga,184,11.2374889986,Alto,15.753107,-96.471723
203240199,Nopalera,112,9.1937004784,Medio,15.753542,-96.48103
203240200,Puente Toltepec,17,6.827664206,Bajo,15.864323,-96.467771
203240201,Santo Tomás,12,11.0223056453,Alto,15.81636,-96.349186
203240202,El Sitio,87,10.1839527036,Alto,15.753344,-96.497855
203240203,Laborillo,228,9.9630140703,Alto,15.750746,-96.456925
203240204,Loma Cruz,278,11.5236007448,Alto,15.756667,-96.459722
203240207,Medina,305,11.4478110611,Alto,15.751888,-96.472468
203240208,Lomas de San Pedro [Fraccionamiento],185,10.9053784334,Alto,15.734883,-96.474267
203240209,La Ciénega III,119,10.3323443627,Alto,15.681865,-96.489099
203240210,Playa Tijera,7,5.4326071118,Bajo,15.688523,-96.444061
203240213,La Rosadía,155,9.2509037156,Medio,15.739579,-96.458083
203240214,El Manantial,96,8.542023693,Medio,15.734792,-96.490552
203240215,Samaritán,124,10.2971346549,Alto,15.731354,-96.501768
203240216,Sone,14,8.3678223929,Medio,15.711254,-96.490898
203240217,Cerro Corneta Guzmán,10,10.610840976,Alto,15.772289,-96.477545
203240218,Laguna Seca,10,7.2418391303,Medio,15.782673,-96.455461
203240220,Barrio Apanune,87,8.2755193012,Medio,15.747423,-96.479689
203240221,Barrio Anclero,82,9.8777624355,Alto,15.676871,-96.491841
203240222,Barrio San Agustín,133,10.6185291703,Alto,15.751342,-96.476384
203240223,Benito Juárez,1339,10.0139708324,Alto,15.881727,-96.324461
203240224,El Corozal,7,2.256440911,Bajo,15.896562,-96.293932
203240225,Cuajinicuil (Cuajinicuil Alto),94,8.8859837301,Medio,15.878017,-96.266762
203240226,El Encinal,28,6.8509122652,Bajo,15.907236,-96.288119
203240228,Macahuite Dos,11,6.6909070518,Bajo,15.907889,-96.326548
203240230,El Paraíso,118,8.7944136345,Medio,15.882906,-96.267333
203240231,El Porvenir,111,8.9704482897,Medio,15.88378,-96.278919
203240232,Río Sal,160,8.2961484114,Medio,15.895501,-96.313833
203240234,La Soledad [Barrio],104,6.8094578928,Bajo,15.796987,-96.477743
203240235,Los Naranjos Esquipulas,794,8.7800025222,Medio,15.981337,-96.458749
203240237,San Pedro Cafetitlán,333,8.9040111082,Medio,15.937871,-96.370173
203240238,Unión de Guerrero,53,8.8380997101,Medio,15.930651,-96.329565
203240239,La Guadalupe,64,8.8623978984,Medio,15.765238,-96.470244
203240240,Limoncito,58,10.1047463617,Alto,15.729701,-96.493104
203240242,Rancho Pina [Barrio],62,10.2860354972,Alto,15.807452,-96.374269
203240245,Los Tamarindos,77,7.9461571802,Medio,15.778442,-96.476132
203240246,La Juquilita [Barrio],23,5.2657780166,Bajo,15.795128,-96.471845
203240247,El Tule,32,10.5601704655,Alto,15.764799,-96.504976
203240248,Loma del Ángel,21,9.9933606373,Alto,15.672464,-96.498469
203240249,Chicozapote [Colonia],140,9.8018714657,Alto,15.678823,-96.489989
203250001,San Pedro Quiatoni,3954,8.4315462776,Medio,16.7832,-96.031551
203250003,Agua Blanca,152,6.1222409906,Bajo,16.779555,-95.932562
203250004,Agua Colorada,90,3.9424936137,Bajo,16.822136,-96.067643
203250005,Agua León,46,2.7058916427,Bajo,16.845957,-96.075289
203250008,Carrizal,18,7.5878014553,Medio,16.829099,-96.011704
203250009,Cerro Costoche,195,6.6992334107,Bajo,16.874867,-96.094259
203250010,Cerro Culebra,183,6.4729393662,Bajo,16.872649,-96.036831
203250011,Cerro León,200,6.0027457325,Bajo,16.8402,-96.087071
203250013,Coquito,61,4.9666664951,Bajo,16.790643,-95.995813
203250016,Danigaree,64,5.2953796646,Bajo,16.838013,-95.973251
203250019,Hierba Santa,52,5.3938502082,Bajo,16.715677,-96.086046
203250020,El Huajal,22,4.5726002507,Bajo,16.717357,-96.062976
203250021,El Porvenir,508,9.0986710072,Medio,16.861154,-96.145082
203250022,Macahuite,28,5.6223192638,Bajo,16.747358,-96.124763
203250023,La Mancornada,537,10.0983536936,Alto,16.646388,-96.019995
203250024,Ocotal,10,1.8563204519,Bajo,16.800504,-96.01349
203250026,La Reforma,155,7.4588166312,Medio,16.763641,-96.125037
203250028,Piedra Tehuana,11,3.6679614139,Bajo,16.768305,-96.009021
203250030,Portillo Jinete,58,7.2396178459,Medio,16.699423,-96.09491
203250033,Río Golea,38,5.3445074524,Bajo,16.796458,-96.119664
203250034,Río Lachiriega,71,7.615839462,Medio,16.849592,-96.021711
203250035,Río Lana,57,5.8039484862,Bajo,16.825849,-96.111561
203250036,Río Mina,8,3.6589281432,Bajo,16.753696,-96.013736
203250037,El Romadito,197,6.8611491206,Bajo,16.732685,-96.077678
203250038,San Pablo Lachiriega,634,8.6500732351,Medio,16.839871,-96.010013
203250039,La Soledad Salinas,3770,10.4038114755,Alto,16.661578,-95.999164
203250041,Agua Tarangutín,13,6.3434205841,Bajo,16.664106,-95.984971
203250042,Unión Juárez,432,8.5017074345,Medio,16.721,-95.995027
203250046,El Tablón,10,5.5870095548,Bajo,16.694486,-96.067607
203250047,Nisayola,20,5.8140511683,Bajo,16.691503,-95.96278
203250048,Piedras Negras,13,5.0687533626,Bajo,16.638804,-96.027807
203250049,Portillo Tierra Blanca,80,5.6719061654,Bajo,16.761399,-96.076836
203250063,Santiaguito,34,7.2713762996,Medio,16.662835,-96.093811
203250067,Cerro León,67,5.0387730205,Bajo,16.867159,-95.976436
203250068,Río Lana II,123,7.8397982192,Medio,16.816391,-96.146783
203260001,San Pedro Sochiápam,1875,10.269108622,Alto,17.825141,-96.6644
203260002,Santiago Quetzalapa,415,7.1814887755,Bajo,17.83633,-96.631634
203260003,San Juan Zapotitlán,1222,7.1266522775,Bajo,17.805686,-96.606046
203260004,El Retumbadero,147,10.091456086,Alto,17.804103,-96.650126
203260005,San Juan Zautla,1239,8.3378271642,Medio,17.858149,-96.672873
203260007,Moctezuma,22,10.491794152,Alto,17.78846,-96.636551
203260008,Colonia de la Palma,92,10.0462767454,Alto,17.829971,-96.657425
203260011,La Cumbre,26,3.0707201924,Bajo,17.887311,-96.660979
203270001,San Pedro Tapanatepec,8154,11.3259627924,Alto,16.367249,-94.193848
203270002,Las Anonas,133,11.4291956963,Alto,16.322521,-94.321519
203270003,Bernal,235,10.5526330576,Alto,16.198426,-94.112359
203270004,Los Corazones,1154,10.9443122946,Alto,16.208821,-94.074299
203270006,Rincón Juárez,983,10.3831466769,Alto,16.281623,-94.354052
203270009,Conchalito,279,11.120325584,Alto,16.21099,-94.122775
203270010,Pesquería Guadalupe,428,10.3605158275,Alto,16.259511,-94.345765
203270011,San José de los Portillos,375,10.1082511117,Alto,16.310879,-94.196425
203270013,Benito Juárez [Congregación],102,9.3363136351,Medio,16.329383,-94.190196
203270023,Trejo,291,10.0264265879,Alto,16.201463,-94.231565
203270033,Los Naranjos,24,7.4611795985,Medio,16.333354,-94.295211
203270044,Santa Inés,16,11.1190159091,Alto,16.319864,-94.286871
203270045,Revolución 20 de Noviembre,357,10.6586671116,Alto,16.332945,-94.339984
203270046,Los Mangos,26,9.3805936226,Medio,16.3216,-94.189399
203270047,La Cristalina,14,6.2350038,Bajo,16.352161,-94.147142
203270050,Pesquería Rancho Salinas,644,11.2508930285,Alto,16.205882,-94.258004
203270051,Pesquería Puerto Paloma,310,9.7126762243,Alto,16.210887,-94.160049
203270073,Las Delicias,4,12.1418576772,Alto,16.402685,-94.213633
203270080,Plan de Ayala,15,5.456576136,Bajo,16.412612,-94.156933
203270112,Colonia Emiliano Zapata (Ejido 10 de Abril),55,10.3984747293,Alto,16.430049,-94.252479
203270122,Ro-Be-Ca,16,7.0952872423,Bajo,16.256244,-94.100079
203270130,Las Minas,12,6.4673389041,Bajo,16.387469,-94.133879
203270178,Rancho Trejo,19,7.5488616041,Medio,16.209624,-94.2173
203270196,El Veintiocho,80,8.3381640379,Medio,16.263161,-94.188256
203270198,Barrio Galeana,39,10.0166310407,Alto,16.36249,-94.20374
203270209,San Pedro,90,10.047467184,Alto,16.30906,-94.18977
203270212,Licenciado Daniel López Nelio  [Colonia],293,6.8278304544,Bajo,16.29015,-94.186197
203270215,Canta Ranas,13,12.30172189,Alto,16.377912,-94.19826
203270216,Colonia Colosio,855,8.9808821383,Medio,16.296632,-94.185071
203270217,Coronil,37,10.5211511455,Alto,16.387853,-94.202562
203270235,Paso Limón,85,10.3264166733,Alto,16.284588,-94.186712
203270271,Santa Brígida,25,11.3645350467,Alto,16.168017,-94.110114
203270277,Che Velázquez [Colonia],17,2.9390732638,Bajo,16.41053,-94.201399
203280001,San Pedro Taviche,1438,8.8160716161,Medio,16.637849,-96.537598
203290001,San Pedro Teozacoalco,458,10.068714464,Alto,17.017126,-97.286098
203290002,Buenavista,69,8.5038309982,Medio,17.004145,-97.292492
203290003,San Isidro,79,8.696466597,Medio,17.009825,-97.270187
203290004,San José Río Minas,201,9.2699888786,Medio,16.955155,-97.255508
203290006,San Antonio el Progreso,126,9.4607934117,Medio,16.962271,-97.257546
203290009,Loma Larga,10,6.7263542206,Bajo,17.023491,-97.261667
203290010,Laguna del Muerto,29,8.7807522612,Medio,16.956561,-97.2682
203290011,Santa Ana,50,9.5284863509,Medio,17.019365,-97.281315
203290012,Tierra Blanca Segunda Sección,63,8.888757254,Medio,17.012895,-97.291143
203290013,El Calvario,68,8.2073671894,Medio,17.021478,-97.290106
203300001,San Pedro Teutila,996,10.2638831313,Alto,17.977028,-96.705671
203300004,El Faro,474,9.7841786345,Alto,18.006223,-96.643449
203300007,Piedra Ancha o la Raya,341,10.1804458288,Alto,18.021407,-96.616161
203300008,Playa Chica,37,8.5799275321,Medio,17.929353,-96.697448
203300009,El Progreso,25,9.4150304774,Medio,17.919893,-96.691596
203300010,San José Despoblado,61,3.3373141836,Bajo,17.903129,-96.67313
203300011,San Juan Teutila,19,8.5990622302,Medio,17.935476,-96.694734
203300012,Santo Domingo del Río,1092,8.7807787948,Medio,18.036381,-96.547617
203300019,San José Despoblado Dos,20,10.1676985973,Alto,17.921519,-96.668628
203300020,Lázaro Cárdenas (Colonia Lázaro Cárdenas),317,9.0191871252,Medio,17.966827,-96.709218
203300022,Guerrero (Colonia Guerrero),353,9.023704208,Medio,17.98247,-96.698539
203300023,La Nueva Esperanza,21,8.648735535,Medio,17.916306,-96.659682
203300024,Los Pinos [Colonia],125,8.7213398882,Medio,17.967554,-96.701696
203300025,San Isidro Piedra Ancha,280,9.5216877422,Medio,18.022278,-96.612045
203300028,Arroyo Escondido,57,7.5206805408,Medio,17.916671,-96.660734
203300029,San Juan Nuevo,74,7.1111242243,Bajo,17.925368,-96.687936
203310001,San Pedro Tidaá,901,9.2100199745,Medio,17.340764,-97.377273
203310002,Inuteyuu,17,8.6779993664,Medio,17.330344,-97.383825
203310003,Yucutixiha,19,7.9387594989,Medio,17.345261,-97.389774
203310004,Barrio Chico,45,9.179136789,Medio,17.333843,-97.366979
203320001,San Pedro Topiltepec,159,10.1800143966,Alto,17.437201,-97.343712
203320002,Santa María Tiltepec,194,10.4892830816,Alto,17.466413,-97.355681
203320004,La Purísima,20,13.2467006991,Alto,17.43899,-97.333861
203330001,San Pedro Totolápam,1756,11.4365289781,Alto,16.666444,-96.301907
203330006,Horno de Cal,13,11.2110733375,Alto,16.668601,-96.139102
203330007,El Limón,33,10.0942318647,Alto,16.640077,-96.313812
203330008,Las Margaritas,146,11.1871494352,Alto,16.69779,-96.170212
203330012,San Juan Guegoyachi,252,11.7218934474,Alto,16.668102,-96.267144
203330014,El Trapichito,295,10.076298506,Alto,16.663766,-96.311605
203330015,San José de Gracia,615,11.2775464345,Alto,16.659249,-96.097748
203330021,Las Catarinas,18,10.2388778128,Alto,16.681778,-96.166589
203330032,El Zapote,10,12.7326958737,Alto,16.663363,-96.125549
203330036,Colonia Colosio,147,11.1599667108,Alto,16.671952,-96.312372
203340001,Villa de Tututepec,1894,10.9027903885,Alto,16.129895,-97.608541
203340002,Santa María Acatepec,1093,8.7421518393,Medio,16.148657,-97.511662
203340003,Agua Zarca,322,9.5141214499,Medio,15.970667,-97.399168
203340005,San Antonio Río Verde,129,9.6281834154,Alto,16.165897,-97.733006
203340007,El Cacalote,987,11.0580189231,Alto,15.954649,-97.350239
203340008,Camalotillo,264,11.1463261363,Alto,16.088079,-97.666503
203340009,La Cañada,333,9.8374469828,Alto,16.154691,-97.684265
203340010,Benito Juárez,524,10.0284925048,Alto,16.069187,-97.697478
203340011,El Ciruelito,133,8.8325053236,Medio,16.187941,-97.629081
203340013,El Corral,68,9.4672032961,Medio,15.98569,-97.645897
203340015,Chacalapa,612,9.977714236,Alto,16.077548,-97.559334
203340016,Chacahua,427,10.1872430322,Alto,15.970163,-97.680281
203340017,Charco Redondo,464,10.5742925419,Alto,16.042228,-97.737294
203340018,Duva-Yoo,237,9.6828240127,Alto,16.16283,-97.524464
203340019,El Faisán,483,10.363596656,Alto,16.148998,-97.708954
203340020,El Gachupín,222,10.8605813991,Alto,16.082866,-97.638249
203340022,Santiago Jocotepec,1768,10.0325163297,Alto,16.126845,-97.437884
203340023,El Lagartero,136,10.4580035006,Alto,16.039784,-97.643599
203340024,La Luz,2784,10.6339561561,Alto,16.110597,-97.595485
203340025,El Mamey,290,9.7836548335,Alto,16.171096,-97.494452
203340026,La Soledad,370,10.1193840401,Alto,16.021066,-97.479352
203340027,Hidalgo,578,10.8066856106,Alto,15.958511,-97.253816
203340029,Palma Sola,134,9.8807774781,Alto,16.091199,-97.615437
203340030,La Pastoría,430,10.8581225897,Alto,16.030648,-97.596633
203340031,Peñas Negras,573,9.9471117048,Alto,16.225404,-97.489863
203340034,Río Grande o Piedra Parada,15373,10.9005896166,Alto,16.013719,-97.437774
203340035,San Felipe,367,10.5211358469,Alto,16.0828,-97.644397
203340036,San Francisco de Abajo,527,9.3617453464,Medio,16.097325,-97.609466
203340037,San Francisco de Arriba,270,9.70148799,Alto,16.136091,-97.579571
203340038,San José del Progreso,5029,10.6236004958,Alto,16.095679,-97.696908
203340039,San José Manialtepec,1207,10.4540511043,Alto,15.974654,-97.245527
203340040,San Martín Caballero,396,9.6358262043,Alto,15.978325,-97.302503
203340041,San Miguel,585,10.2774580458,Alto,16.063819,-97.608962
203340042,Santa Ana Tututepec,749,9.6571645108,Alto,16.183454,-97.531204
203340043,Santa Cruz Tututepec,1018,10.1040873689,Alto,16.208418,-97.529808
203340044,Santa Rosa de Lima,2621,11.2288928439,Alto,16.071603,-97.623376
203340045,La Teja,163,9.6545543786,Alto,16.174237,-97.717489
203340047,El Venado,207,8.8667493123,Medio,15.947306,-97.391417
203340049,San José Yugué,78,10.465314086,Alto,16.086567,-97.709351
203340052,La Plata,51,10.1679063143,Alto,15.95708,-97.216624
203340053,Playa Vieja,195,9.7986505589,Alto,16.083759,-97.614822
203340054,San Isidro Llano Grande,429,10.0895088957,Alto,15.952754,-97.283904
203340059,El Azufre,498,9.023188186,Medio,15.987225,-97.782383
203340063,Los Limones,55,10.5670091924,Alto,16.027131,-97.492715
203340067,San Marquitos,450,9.4819606424,Medio,16.094501,-97.701664
203340070,El Zapotalito,1074,10.7876846741,Alto,15.986561,-97.54953
203340071,El Tlacuache,127,10.4132079562,Alto,16.033959,-97.681209
203340073,Plan de Reforma,111,9.7189289291,Alto,16.110958,-97.453563
203340079,Cerro Hermoso,158,10.2648078276,Alto,15.97079,-97.535149
203340082,Roca Blanca,10,8.9972326403,Medio,15.944215,-97.362041
203340110,El Carnero,55,8.8785271418,Medio,16.099841,-97.602016
203340132,La Concha,18,8.9295004984,Medio,16.05713,-97.5826
203340133,Los Llanos del Espinal,204,9.6700721201,Alto,16.028244,-97.566692
203340137,Las Palmas (Arena Amarilla Kilómetro 120),43,9.1678098543,Medio,15.956662,-97.211625
203340138,Rancho Nuevo,8,8.7249405192,Medio,15.954012,-97.198508
203340153,Crucero del Faisán,44,11.5157805131,Alto,16.146172,-97.720422
203340155,Las Brisas,11,7.7599238958,Medio,16.11456,-97.711893
203340160,El Médano,10,8.5845539362,Medio,15.980485,-97.648138
203340177,Minizundo,17,12.235923463,Alto,16.113624,-97.725797
203340186,San Antonio,12,9.0669988285,Medio,15.951302,-97.334015
203340188,La Tona Chacalapa,105,9.5102949375,Medio,16.087933,-97.550319
203340192,El Mirador,397,10.1240143216,Alto,16.011877,-97.442279
203340194,Chacalapa Abajo,16,9.2886281306,Medio,16.07797,-97.581411
203340198,San Vicente,36,9.7366016242,Alto,16.175318,-97.485306
203340199,Alejo Peralta [Colonia],323,10.3003796709,Alto,15.966918,-97.24488
203340203,Playa la Encomienda,6,6.5361284324,Bajo,15.944796,-97.410727
203340207,La Guadalupana [Colonia],283,10.5868280111,Alto,16.103052,-97.703492
203340213,Rancho Lu,10,11.8180836276,Alto,15.947723,-97.333224
203340216,El Señor,9,9.6967320426,Alto,16.013375,-97.538449
203340228,La Torre [Colonia],250,9.8291535543,Alto,16.031021,-97.432321
203340231,Barranca Honda,7,4.8890717215,Bajo,16.021916,-97.279798
203340247,La Polar,27,11.2265198533,Alto,16.013551,-97.486268
203340255,Villa Nueva,12,6.9061385044,Bajo,16.039883,-97.57485
203340256,El Zanjón,137,7.2420128953,Medio,16.074067,-97.591476
203340258,Kilómetro 88,14,7.0231922513,Bajo,16.013867,-97.465908
203340270,El Tercer Sol,17,10.7097470901,Alto,16.000279,-97.45791
203340274,Olivos del Sol,39,8.6758935353,Medio,15.978093,-97.401866
203340275,Primero de Abril [Colonia],238,8.8149093381,Medio,16.004634,-97.423405
203340277,Campamento Cerro Hermoso,313,8.6793883065,Medio,15.972246,-97.535151
203340279,Loma Bonita [Colonia],36,9.2256346035,Medio,16.11793,-97.710924
203340287,La Ceiba,40,9.7938415307,Alto,16.111124,-97.708833
203340301,Chacahua la Grúa,478,9.070233959,Medio,15.968368,-97.686788
203340309,Oaxaquilla [Colonia],43,7.2070635831,Medio,16.014567,-97.451764
203350001,San Pedro Yaneri,490,8.8006515576,Medio,17.419356,-96.354571
203350002,San Juan Tepanzacoalco,377,9.0447367574,Medio,17.401462,-96.377757
203360001,San Pedro Yólox,759,11.3346177575,Alto,17.588436,-96.551576
203360004,Rosario Temextitlán,253,10.8102983391,Alto,17.593836,-96.550606
203360012,San Francisco la Reforma,276,10.3395435009,Alto,17.640021,-96.570386
203360016,San Martín Buenavista,254,11.3979162606,Alto,17.634499,-96.614861
203360017,Nuevo Rosario Temextitlán,143,10.9012959116,Alto,17.683027,-96.365232
203360021,El Carrizal,8,7.3717726445,Medio,17.549639,-96.63891
203370001,San Pedro y San Pablo Ayutla,2347,10.3215676632,Alto,17.027151,-96.077082
203370002,Cerro del Amole,253,5.890613768,Bajo,16.995452,-96.073175
203370003,Cerro Pelón,431,6.5113426619,Bajo,16.995116,-96.110718
203370004,El Duraznal,719,8.3294925662,Medio,17.031544,-96.168304
203370005,Lachicocana,464,5.7026713674,Bajo,17.062223,-96.162594
203370007,El Paraíso,15,8.2945840268,Medio,17.046178,-96.089104
203370014,El Portillo Matagallina,325,7.6935753595,Medio,17.020591,-96.129552
203370015,Monte Rosa,250,7.1055776475,Bajo,17.006101,-96.157912
203370016,La Laguna,167,7.6948709299,Medio,16.990649,-96.126829
203370018,Yerba Santa,33,2.8109475974,Bajo,17.010214,-96.182454
203370019,Rancho Encino,77,3.1102079271,Bajo,17.059281,-96.142676
203370020,La Talera,29,3.8389150299,Bajo,17.015186,-96.195674
203370021,El Portillo Guadalupe,51,7.2205536622,Medio,17.021869,-96.098077
203370022,Duraznal,15,3.584717091,Bajo,17.038661,-96.195097
203370023,Puente Azul,13,5.7837630899,Bajo,17.005358,-96.122776
203370025,Rancho Magueyal,25,6.5897553093,Bajo,16.969282,-96.163161
203370027,Tierra Blanca,20,5.748363044,Bajo,16.981088,-96.156199
203370030,Tierra Caliente,219,5.3765047168,Bajo,17.103894,-96.181236
203370031,El Manzanal,64,7.6253765326,Medio,17.016236,-96.079586
203370035,Vista Hermosa,30,5.8442592145,Bajo,17.042291,-96.109478
203370037,Esquipulas,50,7.2681032955,Medio,17.009095,-96.076496
203380001,Villa de Etla,7997,11.9054831387,Alto,17.207528,-96.800579
203380003,Santo Domingo Barrio Alto,1316,11.5973282794,Alto,17.193792,-96.785951
203380005,El Pipal,11,9.5996345249,Alto,17.189277,-96.807424
203380006,Moctezuma [Colonia],209,11.4003080226,Alto,17.202234,-96.79244
203380007,Santo Domingo [Fraccionamiento],828,12.8114492824,Alto,17.186362,-96.791262
203390001,San Pedro y San Pablo Teposcolula,2078,12.1067453249,Alto,17.51207,-97.488189
203390002,Guadalupe Tixa,72,10.5544615232,Alto,17.508933,-97.517487
203390003,Guadalupe Vista Hermosa,384,8.2060151133,Medio,17.520313,-97.612972
203390004,San Felipe Ixtapa,116,11.4361362307,Alto,17.494029,-97.524369
203390005,San Miguel Tixá,213,11.6351303371,Alto,17.500243,-97.519109
203390006,Santa Catarina Río Delgado,43,11.3667046102,Alto,17.474349,-97.524301
203390007,Yucuninde,144,11.0852571499,Alto,17.513958,-97.434665
203390008,Santo Tomás Tecolotitlán,165,11.9094401978,Alto,17.482824,-97.520714
203390009,Yodonocuito,201,11.3705094225,Alto,17.509364,-97.454783
203390011,Yucumesa,209,10.3930922859,Alto,17.503211,-97.446447
203390012,El Molino,112,10.8467812664,Alto,17.487664,-97.444061
203390013,La Campana,140,11.1025869155,Alto,17.498445,-97.454608
203390015,El Alarcón,84,10.9144651748,Alto,17.493119,-97.473544
203390018,El Colibrí,8,9.686100132,Alto,17.521466,-97.446461
203390019,El Rosario,69,10.5458989047,Alto,17.490199,-97.532176
203390021,Paraje Tandaa (Sección Segunda),68,12.2479672116,Alto,17.512873,-97.485409
203390024,Primera Sección (Pozas Frías o Andúa),10,9.5016521881,Medio,17.516935,-97.489451
203390025,San Francisco de Asís,135,11.5285939075,Alto,17.507969,-97.495463
203390027,Santo Domingo Tlachitongo,90,10.4942659179,Alto,17.4167,-97.339819
203400001,San Pedro y San Pablo Tequixtepec,385,10.7681202779,Alto,18.060656,-97.717846
203400002,Santa María Mixquixtlahuaca,135,9.261137302,Medio,18.099371,-97.614596
203400003,San Francisco Huapanapan,190,11.4948610122,Alto,18.138057,-97.67256
203400004,San José Trujápam,204,10.6915162922,Alto,18.168063,-97.646628
203400005,San Juan Yolotepec,174,10.4249421243,Alto,18.107722,-97.742839
203400006,San Miguel Ixtápam,357,9.8849929444,Alto,18.047434,-97.833164
203400007,Santa Catalina Chinango,108,10.1108394827,Alto,18.107654,-97.75549
203400009,Puente de Vigas,22,10.8180853636,Alto,18.065884,-97.693397
203400012,Tepalcatepec,29,7.6995937237,Medio,18.081216,-97.672143
203400013,Amatitlán,10,8.0666143136,Medio,18.09354,-97.764524
203400018,Guadalupe Mezquital,73,9.8310146347,Alto,18.089017,-97.687659
203400028,Rumbo a Tiniyú,17,12.0373524258,Alto,18.064893,-97.718956
203400029,Barrio San Pedro,19,10.7515737742,Alto,18.056772,-97.71922
203410001,San Pedro Yucunama,241,10.5777671009,Alto,17.561004,-97.482591
203420001,San Raymundo Jalpan,2499,11.5498643928,Alto,16.970396,-96.755498
203420003,Barrio San Juan (La Estación),21,9.625106656,Alto,16.971978,-96.749824
203420008,Ojo de Agua,18,12.0521616981,Alto,16.965354,-96.755769
203420012,Rancho Viejo [Paraje],145,9.8874477984,Alto,16.996659,-96.763456
203420013,Paraje Saucipres,67,10.3630722256,Alto,16.996342,-96.760276
203420014,Paraje Detrás de la Loma,45,12.2660022629,Alto,16.995031,-96.742736
203420016,Real Antequera III [Fraccionamiento],198,12.5385586742,Alto,16.994112,-96.743389
203420017,Real Antequera II [Fraccionamiento],464,12.6095053719,Alto,16.995006,-96.75051
203420018,Habitat Cuilápam [Fraccionamiento],554,12.9327029167,Alto,16.985175,-96.757116
203420020,La Luz [Paraje],33,11.3159663178,Alto,16.974591,-96.749818
203420021,Los Sauces [Paraje],36,8.2856771709,Medio,16.976512,-96.749503
203420022,La Curva [Paraje],8,10.4007415522,Alto,16.980346,-96.748631
203420023,Pie de Moctezuma [Paraje],7,11.3896752751,Alto,16.985104,-96.746813
203420024,Atrás de la Loma [Paraje],10,7.0441088178,Bajo,16.990746,-96.745587
203430001,San Sebastián Abasolo,1537,10.9040761086,Alto,16.994675,-96.588859
203430002,Santa Rosa Buena Vista,450,9.9879215552,Alto,16.977763,-96.615576
203440001,San Sebastián Coatlán,1226,9.8630850153,Alto,16.201259,-96.827539
203440002,El Gavilán,46,7.1091072154,Bajo,16.114392,-96.87719
203440003,El Porvenir Ballesteros,240,9.5142225359,Medio,16.061266,-96.921555
203440004,Piedra Campana,132,8.1866549071,Medio,16.040684,-96.917833
203440005,Cerro Algodón,12,7.7378434745,Medio,16.099029,-96.877847
