CLAVE_UNICA,NOM_LOC,POBTOT,SCORE_REZAGO,GRADO_REZAGO,LAT_DECIMAL,LON_DECIMAL
200790030,Colonia la Brecha,202,11.4736583285,Alto,16.243777,-95.215866
200790031,Colonia Vista Hermosa,77,9.962051217,Alto,16.187099,-95.211715
200790032,Colonia 16 de Septiembre,50,9.4524031933,Medio,16.227963,-95.225174
200790033,Colonia Guadalupe Hinojoza de Murat,54,12.6403370688,Alto,16.229666,-95.18956
200790034,El Paraíso [Colonia],26,6.0361312306,Bajo,16.183259,-95.230385
200790035,Colonia Piedra Cuachi,139,10.0340574815,Alto,16.210236,-95.235073
200790037,Modesto Antonio [Colonia],16,8.271753557,Medio,16.227627,-95.191994
200790038,Lagunas [Colonia],48,7.8567315904,Medio,16.196997,-95.165811
200790039,4 de Abril [Fraccionamiento],11,8.8243210657,Medio,16.148597,-95.285259
200790041,El Aguaje [Colonia],79,8.7883064665,Medio,16.189818,-95.240326
200800001,San Agustín Amatengo,1577,9.7517904157,Alto,16.509943,-96.789325
200800003,Loma Carreta,14,6.116731925,Bajo,16.487157,-96.796243
200810001,San Agustín Atenango,1315,10.2028183851,Alto,17.611699,-98.015182
200810002,San Francisco Paxtlahuaca,338,10.5239646574,Alto,17.58387,-98.014669
200810003,San Mateo de Libres,131,10.1329956004,Alto,17.567054,-98.003474
200810006,San Jacinto,3,4.2074781885,Bajo,17.613661,-97.969421
200810007,Llano del Lobo,8,4.3385768767,Bajo,17.616554,-97.992669
200810008,El Gachupín,31,10.3397690299,Alto,17.616967,-98.014371
200810011,Loma los Pérez,45,6.7989194309,Bajo,17.544616,-97.945487
200820001,San Agustín Chayuco,2029,9.536161558,Medio,16.402382,-97.807518
200820002,La Unión Chayuco,332,10.5957909755,Alto,16.427994,-97.798285
200820003,Dos Caminos,167,9.3739407418,Medio,16.372066,-97.806554
200820005,San Cristóbal,713,10.3472173153,Alto,16.483534,-97.866005
200820006,Yucutaco,410,10.1126780685,Alto,16.464195,-97.764341
200820008,Colonia San Felipe,200,9.0560452972,Medio,16.441942,-97.836388
200820010,La Juquilita (Colonia la Juquilita),120,8.5732179429,Medio,16.398493,-97.807103
200820017,La Unión,187,10.1364475663,Alto,16.422438,-97.802216
200830001,San Agustín de las Juntas,8603,11.8309662244,Alto,17.01166,-96.711441
200830002,El Cerrito II (Paraje la Pilita),342,11.4721316185,Alto,17.00719,-96.704159
200830003,El Tablón,129,10.8954275395,Alto,17.013405,-96.700758
200830004,El Abonado,343,11.1754670681,Alto,17.008526,-96.702259
200830005,Lomas del Santo,161,11.2430841611,Alto,16.999572,-96.708908
200830006,La Ampliación,483,11.1513455909,Alto,17.015277,-96.699151
200830007,Mi Ranchito,732,11.4271079798,Alto,16.992378,-96.709062
200830008,El Cerrito I,225,11.4954353233,Alto,17.005694,-96.704423
200830009,El Coquito [Paraje],18,10.8782392839,Alto,17.002408,-96.704628
200830010,El Cuajilote (El Palenque),101,11.0239609808,Alto,17.010806,-96.701127
200830011,La Guayaba (El Mangal),254,10.1515081566,Alto,17.011771,-96.697918
200840001,San Agustín Etla,4166,12.4355783971,Alto,17.189083,-96.764424
200850001,San Agustín Loxicha,2780,9.9050950431,Alto,16.016609,-96.616764
200850002,El Aguacate,314,8.1203380619,Medio,16.050464,-96.591168
200850003,Buenavista Loxicha,914,7.3577167221,Medio,15.947255,-96.55468
200850004,Cerro Cantor,753,6.7602062368,Bajo,15.935243,-96.632829
200850005,La Conchuda,534,8.4805978235,Medio,16.013749,-96.636139
200850006,Chilapa,505,5.9688504031,Bajo,15.961265,-96.637398
200850007,Llano Mamey,322,6.1593480963,Bajo,16.025158,-96.67345
200850008,Magdalena Loxicha,997,9.2354589105,Medio,15.902695,-96.691169
200850009,La Paz Obispo,90,7.9682544985,Medio,16.072126,-96.577186
200850010,Quelové,1119,7.691081583,Medio,15.982557,-96.67909
200850011,San Francisco Loxicha,918,6.9053183563,Bajo,15.905415,-96.602971
200850012,San José de la Unión,1368,6.7749213808,Bajo,15.951919,-96.604713
200850013,Santa Cruz Loxicha,844,7.5289844185,Medio,16.002692,-96.680297
200850014,Santa Cruz de las Flores,244,8.0571968711,Medio,16.016298,-96.650145
200850015,San Vicente Yogodoy,625,8.4236731506,Medio,16.069914,-96.617329
200850016,La Sirena,878,5.9954610317,Bajo,15.972456,-96.651175
200850017,Tierra Blanca,1531,7.0321799559,Bajo,15.951152,-96.578093
200850019,Tovalá Copalita,399,7.5199082348,Medio,16.038246,-96.567884
200850023,Piedra Virgen,714,6.8005714008,Bajo,15.947999,-96.662461
200850024,Santa Cruz,424,7.0888205318,Bajo,15.950655,-96.675078
200850027,Juquilita,340,6.4237127297,Bajo,16.015966,-96.579897
200850028,Loma Bonita Loxicha,369,7.9618843136,Medio,16.010079,-96.662116
200850029,Llano Paraje,184,7.9892188791,Medio,15.989564,-96.633891
200850030,San Isidro Miramar,261,6.7165132727,Bajo,15.982907,-96.621961
200850031,Río Granada,405,7.8378787216,Medio,15.98581,-96.599808
200850032,Río Linda Vista,211,6.8871634248,Bajo,16.035735,-96.624127
200850033,Tierra Blanca San Vicente,490,7.329835442,Medio,16.028357,-96.644646
200850034,El Recuerdo,342,6.070100464,Bajo,15.917615,-96.566189
200850036,La Primavera,178,7.0829859269,Bajo,15.948571,-96.547654
200850037,La Gloria,131,6.9546505675,Bajo,15.961486,-96.560209
200850039,El Guapinol,281,4.5516493791,Bajo,15.935305,-96.574279
200850040,El Portillo [Barrio],288,8.2386794644,Medio,16.060052,-96.607567
200850041,Desviación Copalita (Barrio Progreso),197,8.5709696941,Medio,16.041218,-96.587643
200850042,Llano Cuil,40,7.371848544,Medio,16.044966,-96.612374
200850043,Portillo Luciérnaga,99,8.0025763478,Medio,16.034283,-96.592026
200850045,El Camalote,192,6.0949501172,Bajo,15.861446,-96.698436
200850046,San Isidro Camalote,266,5.8162189329,Bajo,15.883789,-96.613741
200850047,Cerro Ciego,280,7.5418122736,Medio,15.911682,-96.673631
200850049,El Corozal,363,6.9387171269,Bajo,15.907633,-96.650057
200850050,Llano Palmar,160,6.5003646662,Bajo,16.041504,-96.634322
200850051,La Mojonera,32,7.1401528307,Bajo,16.064844,-96.578387
200850052,Paso Limón,321,7.2637236805,Medio,15.879031,-96.687736
200850053,Portillo las Flores,32,11.5003014661,Alto,16.019477,-96.590811
200850055,Río Grande,170,7.0215633944,Bajo,15.908179,-96.686451
200850056,Río Guayabal,186,7.5382175253,Medio,15.898217,-96.67482
200850057,San Martín,29,7.4318877808,Medio,15.989655,-96.674512
200850058,Santa Cecilia Buenavista,15,6.2671352028,Bajo,15.957841,-96.548007
200850060,Toma de Agua,235,6.9151043894,Bajo,15.86006,-96.687324
200850061,Tres Ríos,124,7.9550709268,Medio,15.847094,-96.701014
200850062,Estrella [Barrio],56,7.61049687,Medio,16.021411,-96.634378
200850063,Guadalupe [Barrio],193,9.2110780092,Medio,16.019702,-96.614349
200850064,Nueva Esperanza [Barrio],146,7.608397623,Medio,16.021798,-96.605118
200850065,El Paraíso [Barrio],94,7.8998157335,Medio,16.007911,-96.612774
200850066,Barrio San Martín,436,9.1381626188,Medio,16.017912,-96.620321
200850067,Barrio San Pedro,238,5.8030525261,Bajo,16.008935,-96.620916
200850069,Ampliación Tres Cruces,170,5.9479442206,Bajo,16.010579,-96.594074
200850071,La Central,72,6.9796079655,Bajo,15.939193,-96.549093
200850072,La Soledad [Barrio],77,8.7424538162,Medio,16.026467,-96.628766
200850074,Cerro Clanes Magdalena,140,8.8990899862,Medio,15.918722,-96.656852
200850075,Santa Cecilia,18,5.2860528393,Bajo,15.927679,-96.552781
200850076,Tres Cruces [Barrio],73,8.109451336,Medio,16.01594,-96.601582
200850079,Santa María el Platanar,273,5.7335452764,Bajo,15.914424,-96.596236
200850080,Cerro Ciego Segunda Sección,50,7.2519972632,Medio,15.910384,-96.677591
200850081,El Manantial,104,7.0375389801,Bajo,16.006397,-96.648816
200850082,La Soledad,197,5.5585750996,Bajo,15.879899,-96.591713
200850083,Piedra Cuache,573,7.3099272379,Medio,15.888133,-96.62351
200850084,Santa María Bella Vista,192,6.3561307394,Bajo,15.874662,-96.621787
200850085,Santa Cruz Miramar,120,5.6328638116,Bajo,15.892387,-96.594736
200850086,El Portillo,193,6.2062851452,Bajo,15.895785,-96.646894
200850087,San Pedro [Barrio],131,5.3346863012,Bajo,15.942575,-96.564859
200850088,San Martín Cerro Zopilote,114,5.5469536988,Bajo,15.926085,-96.604837
200860001,San Agustín Tlacotepec,571,10.1891846939,Alto,17.203684,-97.5179
200860002,La Junta del Río,20,7.2781107876,Medio,17.227794,-97.484544
200860003,Ndicayuco,44,8.1377858367,Medio,17.198005,-97.50384
200860004,Totojá,54,8.8750330464,Medio,17.226918,-97.515464
200860005,Yosojica,133,8.6086336486,Medio,17.190201,-97.547308
200860007,Buena Vista,47,8.8388628096,Medio,17.20795,-97.506115
200860011,Tixi,68,7.9462899107,Medio,17.195759,-97.516635
200860012,Loma Yosocutee,88,9.6761899931,Alto,17.209068,-97.518314
200870001,San Agustín Yatareni,4897,10.9295335979,Alto,17.081212,-96.668117
200870002,Puente el Tecolote,105,10.4830877394,Alto,17.082222,-96.692659
200870003,Cerrito Grande,103,11.074065872,Alto,17.087269,-96.691486
200870004,Río Alfalfa (Prolongación de Independencia),111,11.195761231,Alto,17.085629,-96.669624
200870005,Diez Reales,43,11.4954536436,Alto,17.089574,-96.664169
200870006,El Bajío,104,8.4212809257,Medio,17.09031,-96.690894
200870007,Dam-Lian (Tecolote y Liebre),54,10.4390235333,Alto,17.087237,-96.667751
200870010,1.25 [Paraje],15,11.5799509066,Alto,17.089596,-96.666363
200870011,Lomas Tabas,12,10.9763745488,Alto,17.087579,-96.661209
200870012,El Mogote,15,12.3778735352,Alto,17.089272,-96.689402
200870013,Lomas de Tabichi,62,10.6236897788,Alto,17.085471,-96.672966
200880001,San Andrés Cabecera Nueva,366,10.734159864,Alto,16.888416,-97.68099
200880003,Guadalupe Victoria,149,8.4049025766,Medio,16.884272,-97.710242
200880008,Santa Ana Progreso,183,9.4792081716,Medio,16.835088,-97.871204
200880009,Santiago el Mesón,125,9.42401341,Medio,16.846912,-97.754117
200880010,Santos Reyes Aldama,359,9.4147826043,Medio,16.880355,-97.682866
200880016,Espinal,30,10.0690287696,Alto,16.902578,-97.694927
200880017,San Sebastián Valfré,192,7.8905265536,Medio,16.911654,-97.666848
200880018,El Limón,58,12.0742522326,Alto,16.796692,-97.88035
200880019,Ndutebinde,48,9.1524640196,Medio,16.890684,-97.687186
200880022,Dolores Hidalgo,108,8.0130504439,Medio,16.767294,-97.835166
200880024,El Ciruelo,84,10.6880908638,Alto,16.887426,-97.811127
200880026,Zocotiú,15,9.3367317889,Medio,16.914724,-97.69801
200880028,El Guayabo,36,8.7463683457,Medio,16.885195,-97.730239
200880029,Buenavista,9,5.1769847686,Bajo,16.846642,-97.795903
200880031,Guadalupe Río Grande,87,9.9818120021,Alto,16.866356,-97.826337
200880032,El Mosco,27,8.2695540781,Medio,16.823655,-97.762522
200880033,El Ocote,24,9.5701307821,Medio,16.845205,-97.73833
200880035,La Palma,26,11.8695735358,Alto,16.890251,-97.892092
200880038,Rancho de los García,47,9.4080863981,Medio,16.784949,-97.843263
200880040,San Cosme de la Paz,153,9.9913409959,Alto,16.875744,-97.769582
200880041,San Juan Yutacuiñe,68,9.4461719099,Medio,16.804182,-97.769005
200880042,Vista Hermosa,15,10.0580016531,Alto,16.819115,-97.827495
200880043,Guadalupe Villa Alta,144,8.7280593344,Medio,16.888114,-97.768175
200880045,La Charamusca (Santiago el Mesón),20,9.7578023424,Alto,16.829486,-97.751749
200880049,Xoxe,9,9.2156770658,Medio,16.906933,-97.687657
200880050,San Miguel de Guerrero,254,8.6584785659,Medio,16.734893,-97.809533
200880059,Cabacoho,68,9.0357409978,Medio,16.904321,-97.708619
200880074,El Violín,21,7.6550201541,Medio,16.828195,-97.782617
200880077,Llano Grande,26,9.9470925488,Alto,16.87124,-97.693286
200880078,La Casica,25,8.6671707296,Medio,16.847726,-97.775002
200880082,El Mesón Viejo,15,8.43945779,Medio,16.859216,-97.737471
200880086,Yucundaco,19,9.6816051927,Alto,16.900015,-97.679026
200880087,Cerro de la Cera (Laguna Seca),15,11.3095439767,Alto,16.891453,-97.6742
200890001,San Andrés Dinicuiti,1101,10.7881023112,Alto,17.688115,-97.726751
200890002,Santa María Tutla,196,10.7136715905,Alto,17.70279,-97.640574
200890003,Santiago del Río,95,9.2723419489,Medio,17.682303,-97.667564
200890004,San Antonio de León,678,10.2453652098,Alto,17.69473,-97.729892
200890005,Reforma,233,9.8209964672,Alto,17.726048,-97.6758
200900001,San Andrés Huaxpaltepec,4590,10.4934362887,Alto,16.329046,-97.916349
200900002,Cubitán de Dolores,571,10.237153406,Alto,16.359334,-97.892621
200900003,Rancho Viejo,953,10.3225083276,Alto,16.337727,-97.962659
200900008,Yucutasu [Aserradero],5,6.1579407039,Bajo,16.333308,-97.932107
200900010,El Zapote,60,9.3471512047,Medio,16.325461,-97.916407
200900012,Barrio de la CONASUPO,36,10.2031815967,Alto,16.324646,-97.906883
200910001,San Andrés Huayápam,5699,12.4401158852,Alto,17.102543,-96.666239
200910002,Las Salinas,50,11.9334511584,Alto,17.097963,-96.683586
200910003,14 de Febrero (El Monchón),13,13.3482903504,Alto,17.08975,-96.681404
200910004,Loma del Zompantle,31,11.5694037657,Alto,17.096101,-96.666755
200910005,La Encantada (El Lindero),32,13.0541661169,Alto,17.101221,-96.656518
200910006,Loma de Jaulas (Loma Monchón),30,12.6734462218,Alto,17.095967,-96.670086
200910007,Loma el Pedregal (El Molino),10,13.3275929219,Alto,17.108442,-96.662533
200910008,Loma San Antonio,107,12.043934611,Alto,17.108182,-96.665791
200910010,El Sandial [Colonia],85,11.9285806171,Alto,17.099283,-96.678199
200910011,Tierra Colorada (Paraje el Panteón),8,11.3926174066,Alto,17.105803,-96.670041
200910012,Piedra Blanca (Las Palmas),66,11.0679638443,Alto,17.101372,-96.685515
200910014,Las Tres Cruces,15,13.4804159568,Alto,17.096956,-96.662081
200910016,La Ciénega (El Pedregal),41,13.1147349412,Alto,17.097312,-96.664978
200910017,La Era (El Guajal),12,12.2293238881,Alto,17.1003,-96.6586
200910018,El Cerrito (Casahuate),42,11.7545810754,Alto,17.104634,-96.660258
200910019,Guelaveo [Paraje],29,12.7491697773,Alto,17.097902,-96.681217
200920001,San Andrés Ixtlahuaca,1272,11.0839653291,Alto,17.070874,-96.825177
200920003,El Progreso,25,9.41142369,Medio,17.075728,-96.83918
200920004,El Valiente,15,11.7264181165,Alto,17.082377,-96.824249
200920006,Cieneguilla,184,8.3230422346,Medio,17.041663,-96.878665
200920007,La Palma,31,10.1405689579,Alto,17.080012,-96.830266
200920008,El Cazahuate,28,10.2334135152,Alto,17.080586,-96.825122
200920009,Buenavista,86,9.7180126256,Alto,17.062784,-96.837221
200920010,El Quelite,81,9.640466962,Alto,17.076412,-96.846092
200920011,Tres Mujeres,54,10.9407635798,Alto,17.070297,-96.840227
200930001,San Andrés Lagunas,198,9.3683268034,Medio,17.574427,-97.522746
200930002,San Isidro Lagunas,232,9.7532154674,Alto,17.589787,-97.513806
200930004,La Soledad,17,8.7381180217,Medio,17.544038,-97.520318
200930005,Tercera Sección,70,8.8856370576,Medio,17.579131,-97.523754
200940001,San Andrés Nuxiño,266,10.0744117924,Alto,17.238358,-97.105271
200940002,Linda Vista Herradura,159,9.8755015612,Alto,17.220735,-97.034368
200940003,La Joya,135,8.8638335499,Medio,17.266313,-97.067014
200940004,El Marqués,54,9.861491109,Alto,17.214821,-97.020859
200940005,Monte Frío,134,9.4668977627,Medio,17.241249,-97.0552
200940006,El Capijul la Partida,88,9.0090073307,Medio,17.256691,-97.057676
200940007,Llano de Cal,76,8.8556093209,Medio,17.236016,-97.080887
200940008,Loma de Ardilla,63,8.2233950768,Medio,17.226827,-97.083719
200940011,Loma del Palmar,38,9.6438443753,Alto,17.240074,-97.124393
200940012,Ladera de Añuna,29,8.7908990277,Medio,17.241964,-97.121291
200940013,Río Yutanume,152,8.6281336749,Medio,17.254588,-97.106022
200940014,Loma de Moral (Ladera de Moral),46,9.4592875641,Medio,17.24365,-97.111478
200940015,Río Seco,219,9.2981640768,Medio,17.245461,-97.097706
200940019,El Arenal (Río de Arenal),7,8.3701089879,Medio,17.218565,-97.027918
200940022,Volante,39,8.9324073843,Medio,17.242288,-97.060858
200940023,El Llorón,33,8.931236805,Medio,17.238698,-97.049599
200940025,Tierra Colorada (El Mirador),45,9.0615785879,Medio,17.231661,-97.045474
200940026,Río Garza (El Duraznal),24,9.5106617705,Medio,17.203836,-97.039456
200940027,El Fortín,25,7.7044857728,Medio,17.21895,-97.027767
200940029,Loma de Mecate,15,7.4785912298,Medio,17.212461,-97.023555
200940030,Loma Manzanal,30,9.0576186221,Medio,17.212171,-97.042732
200940031,Loma de Ocotal,16,8.3109936526,Medio,17.244516,-97.068112
200940034,Cerro de Lobo (Chimedia),72,9.4005157239,Medio,17.240795,-97.103408
200940035,Loma de Ocotal,12,8.4733922759,Medio,17.236628,-97.115286
200940036,Cañada de Olite,17,8.61683683,Medio,17.20956,-97.03023
200940037,El Mirador,30,8.8592288117,Medio,17.243259,-97.057385
200940038,El Capijul la Herradura,14,8.278952197,Medio,17.248069,-97.05718
200950001,San Andrés Paxtlán,1089,7.0338522946,Bajo,16.215636,-96.50758
200950002,El Carrizal,319,7.3792675454,Medio,16.193662,-96.556749
200950003,El Portillo Paxtlán (San Andrés),595,8.1930191898,Medio,16.225313,-96.524482
200950004,La Ciénega,422,7.8288864597,Medio,16.201591,-96.532589
200950005,La Venta,592,7.8492580629,Medio,16.194823,-96.520192
200950006,Agua del Sol,153,7.7937190611,Medio,16.209097,-96.53463
200950010,La Concepción,305,7.9503470785,Medio,16.193702,-96.495909
200950011,La Desviación,43,5.4169444253,Bajo,16.234119,-96.523244
200950012,Loma de Cucharilla,14,7.8723668189,Medio,16.230982,-96.491956
200950015,El Tabaje,85,7.5728504164,Medio,16.24498,-96.4873
200950017,San Pedro Loma Larga,182,8.9892040735,Medio,16.178494,-96.552183
200950018,Cerro de Tepalcatillo,29,7.4954538404,Medio,16.206965,-96.538709
200950020,Portillo la Cruz (Loma de Tierra Blanca),164,8.1584115518,Medio,16.225154,-96.514161
200950021,Corral de Piedra,21,6.4411502707,Bajo,16.226074,-96.499549
200950022,Barranca Larga (La Ciénega),94,6.5219006344,Bajo,16.193152,-96.544016
200950023,Cerro Santiago,151,7.8088094502,Medio,16.193148,-96.57668
200950024,Rancho Cerezal,197,7.6825735854,Medio,16.195996,-96.504596
200950025,Tierra Blanca,107,7.3806056661,Medio,16.194154,-96.569628
200960001,San Andrés Sinaxtla,589,11.6937986991,Alto,17.468502,-97.283811
200960002,Santa María Suchixtlán,111,11.4362158102,Alto,17.499722,-97.330814
200960003,La Reforma,14,9.6586523793,Alto,17.494391,-97.318676
200960007,Barrio de las Tres Cruces,41,12.5789884672,Alto,17.472819,-97.288355
200970001,San Andrés Solaga,668,10.250828922,Alto,17.271028,-96.236895
200970002,Santa María Tavehua,209,10.1275454237,Alto,17.244296,-96.226176
200970003,Santo Domingo Yojovi,894,8.5433731521,Medio,17.299829,-96.210213
200980001,San Andrés Teotilálpam,1709,8.9806972134,Medio,17.954131,-96.656588
200980003,Chorro de Agua,94,10.1998896297,Alto,17.921516,-96.698305
200980004,Flor Batavia,1207,9.1721514456,Medio,17.987128,-96.519646
200980005,Lucrecia de Matamoros,197,8.3554705299,Medio,17.915392,-96.653114
200980008,Río Hondo,96,9.6430160746,Alto,17.931132,-96.703756
200980009,San Gaspar,11,9.2685518914,Medio,17.912205,-96.631192
200980010,Santa Cruz Teotilálpam,396,9.1016065504,Medio,17.961554,-96.691714
200980012,Santiago Mayoltianguis,83,7.6748176524,Medio,17.894568,-96.562928
200980013,Colonia Constitución,248,7.5478742015,Medio,17.933431,-96.625154
200980020,La Rejoya,16,5.5733734591,Bajo,17.987383,-96.544539
200980021,Piedra Colorada,39,6.4478230649,Bajo,17.956048,-96.597264
200980022,Santa María Bella Vista,26,9.3079412021,Medio,17.909432,-96.686886
200980027,Guadalupe (Barrio Guadalupe),50,8.1320922799,Medio,17.964636,-96.697422
200980032,Cerro de Olla,25,3.2387548433,Bajo,17.912318,-96.666662
200980034,Salto del Agua,16,8.6849360479,Medio,17.960169,-96.666781
200990001,San Andrés Tepetlapa,381,8.7212217441,Medio,17.665833,-98.391687
201000001,San Andrés Yaá,349,8.9347964505,Medio,17.292578,-96.153616
201000003,Colonia Colorada,37,7.0614900278,Bajo,17.298152,-96.150494
201010001,San Andrés Zabache,748,9.236202563,Medio,16.600149,-96.857736
201020001,San Andrés Zautla,1856,11.9542489518,Alto,17.186388,-96.86349
201020002,Alemán,964,11.2053611345,Alto,17.191881,-96.837573
201020003,San Isidro,663,12.0276288866,Alto,17.193674,-96.828127
201020004,El Arenal,69,11.4777574793,Alto,17.18279,-96.875737
201020005,Rancho Buenavista,91,10.5787230044,Alto,17.179703,-96.862317
201020006,Rancho Cañada del Trapo,18,12.8591857523,Alto,17.185671,-96.872509
201020007,Las Jacarandas [Rancho],25,10.7908645283,Alto,17.189631,-96.8722
201020008,La Nueva Esperanza,77,11.2404395273,Alto,17.190814,-96.855927
201020009,Boca de la Barranca,13,12.3655968766,Alto,17.183541,-96.85919
201020010,La Fresnera [Paraje],689,10.1206119466,Alto,17.193376,-96.832888
201020011,Rancho Nuevo,68,11.2009833868,Alto,17.191126,-96.862182
201020012,Venustiano Carranza,28,9.7732488453,Alto,17.186435,-96.874885
201020013,La Zona del Palenque,62,11.2669756811,Alto,17.190591,-96.868766
201020014,Santa Mónica [Colonia],48,8.1593802843,Medio,17.196325,-96.842135
201020015,Tierra y Libertad,544,8.1019447333,Medio,17.201659,-96.845368
201020016,Tierra del Niño [Colonia],15,10.4181039988,Alto,17.191677,-96.857376
201020017,Cañada San Miguel,38,10.0911758994,Alto,17.191571,-96.863961
201020018,Cañada de Luna,53,12.8958085211,Alto,17.192359,-96.868899
201030001,San Antonino Castillo Velasco,5804,10.1155444661,Alto,16.803228,-96.68464
201030002,Lachicuvica,177,10.0706520158,Alto,16.833302,-96.704842
201030004,Esquina de la Piedra,37,9.1650681407,Medio,16.80655,-96.683876
201030006,El Zompantle,26,9.7618937745,Alto,16.803535,-96.692991
201030007,La Niaga [Paraje],20,9.2432735618,Medio,16.829419,-96.701489
201040001,San Antonino el Alto,1450,9.2367799814,Medio,16.815701,-97.029374
201040002,San Andrés el Alto,368,9.4263877544,Medio,16.844642,-97.052327
201040003,San Fernando de Matamoros,285,11.6492125703,Alto,16.841971,-97.152147
201040004,El Peral,161,8.29853082,Medio,16.82103,-96.964431
201040008,El Río Hilo,217,8.0872187851,Medio,16.801221,-96.997227
201040009,La Mariposa,11,4.6355272337,Bajo,16.824741,-96.999072
201040012,Los Maizales Tempraneros,28,7.1151995395,Bajo,16.823997,-97.028018
201040013,Río Concha,11,7.4487045683,Medio,16.820394,-97.018599
201040015,La Carbonera,54,9.3857008421,Medio,16.851742,-97.056579
201040017,El Manzanito,48,8.2445437579,Medio,16.862099,-97.043273
201040021,La Mina,48,7.3216168593,Medio,16.833338,-97.018216
201040022,Llano San Juan,21,5.1805192868,Bajo,16.818926,-97.010824
201050001,San Antonino Monte Verde,1180,9.9086859368,Alto,17.533614,-97.720629
201050002,Guadalupe Monteverde,875,10.3765555377,Alto,17.508616,-97.711332
201050003,San Antonio Yodonduza Monteverde,862,10.3108386429,Alto,17.502389,-97.73004
201050004,San Francisco Caballúa,731,9.7044260867,Alto,17.490445,-97.7169
201050005,San José Monteverde,786,9.3894682291,Medio,17.494803,-97.7242
201050006,San Miguel Monteverde,2160,10.2808989676,Alto,17.530523,-97.791931
201050007,San Isidro Monteverde,263,9.437928595,Medio,17.469389,-97.707785
201050008,Santa María de las Nieves Monteverde,281,8.48701217,Medio,17.520375,-97.739759
201050010,Guadalupe de las Flores,222,10.4413438692,Alto,17.539404,-97.73832
201050011,Cocoyo,35,8.4017744332,Medio,17.531721,-97.713611
201050013,Segunda Sección,61,9.2071724093,Medio,17.531236,-97.723523
201050014,La Reforma (Yoscama),70,8.5458285197,Medio,17.530945,-97.728422
201050015,Colonia Hidalgo,152,10.6923010917,Alto,17.511696,-97.70466
201060001,San Antonio Acutla,66,9.2304488526,Medio,17.74403,-97.500305
201060002,Laguna Seca,98,10.1022404844,Alto,17.734715,-97.496405
201060004,Guadalupe,13,8.6290250587,Medio,17.751693,-97.500869
201060005,San Diego,15,8.0605164858,Medio,17.739745,-97.505821
201060006,San José (Sección Segunda),50,9.9568423428,Alto,17.743008,-97.491618
201070001,San Antonio de la Cal,24419,11.6004959423,Alto,17.031313,-96.699284
201070002,Tercera Sección la Nopalera,838,11.3470457959,Alto,17.021728,-96.697822
201070003,El Palenque,89,10.9681686781,Alto,17.028076,-96.695356
201070004,Primera Sección San Antonio de la Cal,221,10.8522569045,Alto,17.030266,-96.694707
201070005,El Portillo Parte Alta,176,9.9607811628,Alto,17.035251,-96.691202
201070007,Lomas de la Presa,147,10.9091528993,Alto,17.02401,-96.698164
201070008,El Portillo,244,11.0469496077,Alto,17.036549,-96.693666
201070009,La Mezquitera,46,11.3453356403,Alto,17.038968,-96.70133
201070010,Ojo de Agua,84,10.3102961804,Alto,17.017659,-96.695631
201070011,Ampliación San Antonio de la Cal,18,9.9578142263,Alto,17.049883,-96.701856
201080001,San Antonio Huitepec,1462,9.8628958528,Alto,16.927331,-97.147422
201080002,Infiernillo,473,10.6838428282,Alto,16.899473,-97.198399
201080004,Miguel Hidalgo,333,9.9095941939,Alto,16.880863,-97.111632
201080005,San Francisco Yocucundo,303,9.3394059537,Medio,16.887433,-97.174776
201080006,San Juan Xochiltepec,134,9.6420719851,Alto,16.940075,-97.089344
201080011,Loma de Tizne,22,7.4533256286,Medio,16.93488,-97.141846
201080012,Loma de Miel,85,7.5265088343,Medio,16.953018,-97.158329
201080015,Carrizal,4,5.9253626548,Bajo,16.921793,-97.191866
201080019,Buena Vista,26,6.8060186581,Bajo,16.932238,-97.155444
201080023,Llano Mazorca,18,9.1396212344,Medio,16.859671,-97.152249
201080028,Carrizal Yucucundo,10,6.5748809427,Bajo,16.913322,-97.17764
201080042,Pata de Gallo,3,3.9540788607,Bajo,16.935129,-97.144172
201080057,La Purísima,24,7.2905375343,Medio,16.891397,-97.169222
201090001,San Antonio Nanahuatípam,822,11.1815869626,Alto,18.130299,-97.123645
201090002,San Gabriel Casa Blanca,410,11.5249074218,Alto,18.150752,-97.137102
201100001,San Antonio Sinicahua,167,9.2636428936,Medio,17.151574,-97.567959
201100002,Buenavista,209,8.0530140257,Medio,17.148127,-97.599102
201100003,Jayucunino,154,6.8564780198,Bajo,17.136667,-97.582381
201100004,San José,192,7.6234964516,Medio,17.161772,-97.569435
201100005,La Unión,157,7.4931887523,Medio,17.163154,-97.588127
201100006,Yosocahua,156,7.6159651418,Medio,17.183394,-97.589817
201100007,Loma de Juárez,72,7.6297929062,Medio,17.123841,-97.581427
201100008,Barrio San Isidro,61,7.3311602285,Medio,17.146903,-97.565832
201100009,Santa Cruz,386,7.6820082326,Medio,17.146815,-97.578623
201100010,San Isidro Siniyuco,114,7.1256217168,Bajo,17.16567,-97.560163
201110001,San Antonio Tepetlapa,2900,8.8667397881,Medio,16.542361,-98.066226
201110003,San Pedro Tulixtlahuaca,1973,9.2040015916,Medio,16.539727,-98.034719
201120001,San Baltazar Chichicápam,2552,9.8759415919,Alto,16.762097,-96.489681
201120002,Dichigadama (Paraje la Playa y el Bordo),22,10.2610313584,Alto,16.770646,-96.492864
