CLAVE_UNICA,NOM_LOC,POBTOT,SCORE_REZAGO,GRADO_REZAGO
201250029,Santiago Quiavicuzas,1383,6.489125864,Bajo
201250030,Santiago Vargas (Llano Santiago),90,9.3751518055,Medio
201250031,Santo Domingo Lachivitó,42,8.3556118575,Medio
201250032,Santo Tomás Quierí,758,8.5003029839,Medio
201250033,San Isidro Tapanalá,35,11.39429532,Alto
201250039,La Magdalena,50,8.8455382857,Medio
201250047,San Miguel Nitzaviguiti,116,9.3477524317,Medio
201250048,Asunción Lachixonase,288,9.4774799646,Medio
201250050,El Campamento,26,9.1238821518,Medio
201250054,Rancho Candelaria,36,11.0364994974,Alto
201250059,El Platanar,10,4.4650299475,Bajo
201250061,San Sebastián,25,2.4512397341,Bajo
201250064,San Miguel,40,3.5331305474,Bajo
201250077,El Vergel,9,4.1443301534,Bajo
201260001,San Cristóbal Amatlán,4316,7.6716908824,Medio
201260002,San Agustín Mixtepec,427,8.9973195919,Medio
201260003,San Andrés Mixtepec,180,7.9997496361,Medio
201260004,San Lorenzo Mixtepec,131,8.3372751791,Medio
201260006,Loma de la Palma,71,7.5002401416,Medio
201260007,Barrio Santa Cecilia,47,6.3236454657,Bajo
201260008,Los Sabinos [Rancho],219,7.1465734526,Bajo
201270001,San Cristóbal Amoltepec,472,7.847301135,Medio
201270002,Buena Vista,101,8.5819718239,Medio
201270003,Cabeza del Río,318,8.7384908194,Medio
201270004,Tierra Blanca,188,9.3149785888,Medio
201270005,Unión y Progreso,173,7.7817624631,Medio
201280001,San Cristóbal Lachirioag,1342,10.5349458065,Alto
201290001,San Cristóbal Suchixtlahuaca,327,11.6992234424,Alto
201290008,Barrio Zatuje,13,12.31726006,Alto
201300001,San Dionisio del Mar,3210,9.6742863731,Alto
201300002,Huamúchil,1815,9.8596596031,Alto
201300006,San Dionisio Pueblo Viejo,106,7.1588205946,Bajo
201300007,Colonia Buenos Aires,15,9.315536169,Medio
201300008,Colonia Puerto Ángel,26,10.6839224402,Alto
201310001,San Dionisio Ocotepec,5960,9.2358622007,Medio
201310003,La Laguna,19,4.4815605157,Bajo
201310004,Agua Santa,31,7.1213229579,Bajo
201310005,Las Milpas (Zapoteca Nizayul),96,5.7570414524,Bajo
201310008,San Baltazar Guelavila,3897,9.8054524796,Alto
201310009,Santo Tomás de Arriba,556,9.472563871,Medio
201310010,Las Flores,34,4.1858267134,Bajo
201310011,Los Guajes,15,6.3092317433,Bajo
201310017,Barrio Linda Vista,68,7.5630874617,Medio
201310019,Barrio 3 de Mayo,129,7.8733173805,Medio
201310020,Colonia Libertad,160,7.4574048708,Medio
201310021,Buenavista,63,4.6804087147,Bajo
201310023,El Cascajal [Rancho],19,7.4061655024,Medio
201310024,Barrio de la Candelaria,61,9.4613780164,Medio
201310026,Morelos,16,5.0752977543,Bajo
201310031,El Pedregal [Colonia],169,7.3102456815,Medio
201310032,Loma Bonita,62,5.4761601952,Bajo
201310033,Guieu Do,26,6.0305156238,Bajo
201320001,San Dionisio Ocotlán,1103,11.2104563559,Alto
201320002,Guelavichigana la Labor,221,9.5078685092,Medio
201320005,El Llano,48,9.5515011956,Medio
201330001,San Esteban Atatlahuca,547,9.7986793433,Alto
201330002,Benito Juárez,117,8.6197647891,Medio
201330003,Independencia,469,8.2587600662,Medio
201330004,Mier y Terán,300,7.6102252229,Medio
201330005,Morelos,412,7.9431488054,Medio
201330006,Ndoyocoyo (Ciénega de Tule),299,8.5144571788,Medio
201330007,Ndoyonoyuji (Ciénega de Flores Amarillas),251,7.354552567,Medio
201330008,Progreso,229,8.3947410681,Medio
201330009,Vicente Guerrero,98,8.7550029686,Medio
201330010,Yucuiji,222,8.4746935074,Medio
201330011,Guerrero Grande,264,6.9547328623,Bajo
201330012,Cruz Encino Negro,38,8.77500555,Medio
201330013,Cruz Geyuco,77,8.9142161246,Medio
201330014,Cruz Loma de Trigo,21,7.3132863676,Medio
201330015,Cruz Ñunu,20,9.9899474658,Alto
201330016,Loma Larga,46,8.2025680671,Medio
201330017,Loma Yozmico,73,7.000276548,Bajo
201330018,Llano de los Toros,36,7.8757730917,Medio
201330019,Llano Zacate,42,7.971196929,Medio
201330021,Nucagne,22,8.6484443393,Medio
201330022,Río de Golondrina,13,7.8107880478,Medio
201330023,Shinitoo,44,6.4400751802,Bajo
201330024,Buenavista Totohi,40,8.0993398491,Medio
201330025,Tototiquiki,26,7.2772409004,Medio
201330027,Yucunucue,72,6.7758360847,Bajo
201330028,Yusau,27,10.1327237856,Alto
201330030,Yutenundi,51,7.941616355,Medio
201330031,Yuteshillo,5,6.8755534436,Bajo
201330032,Yuteyoso,5,8.170004312,Medio
201330033,Cabanee (Piedra Oscura),25,9.0433770033,Medio
201330034,Loma Larga,6,5.8960587641,Bajo
201330035,Yute Kaji,19,8.0713298385,Medio
201330037,Loma Yuneño,10,9.5834380716,Medio
201340001,San Felipe Jalapa de Díaz,6863,9.7331964339,Alto
201340002,Agua de Tierra (Sección la Montaña),1086,8.2904124417,Medio
201340004,La Concha,278,8.8727050886,Medio
201340005,Chuparrosa,1416,8.006456817,Medio
201340006,Santo Tomás,1478,7.0593007544,Bajo
201340007,Loma Naranja,628,8.7923347184,Medio
201340008,Loma de San Juan,1034,7.4001614541,Medio
201340009,Paso Carretero,373,6.6236366822,Bajo
201340010,La Permuta,821,7.6793985398,Medio
201340011,Playa Chica,1135,8.1910844287,Medio
201340012,La Sorpresa,1117,8.5905016718,Medio
201340013,Camino Zacatal,524,7.4453322711,Medio
201340014,Arroyo Grande,944,8.8261651341,Medio
201340017,Llano Grande Uluápam,207,7.6726548939,Medio
201340018,Camino de Ixcatlán,889,7.3956960545,Medio
201340019,Arroyo Espuma,815,7.5687688748,Medio
201340020,Arroyo Culebra,560,7.1824707141,Bajo
201340021,Los Palacios [Sección],247,7.3779567918,Medio
201340022,Los Hernández [Sección],67,8.7770105103,Medio
201340024,Los Zarates,620,7.4809150602,Medio
201340025,Agua de Olla,222,7.3078059253,Medio
201340026,Loma Cafetal,219,7.2144064859,Medio
201340027,Arroyo Cacao,233,7.7905930343,Medio
201340028,Sección Arroyo Crecido,258,6.8050895018,Bajo
201340029,Sección la Montaña (Agua de Tierra),455,7.333394787,Medio
201340030,Arroyo Guaje,151,8.3228578669,Medio
201340031,Arroyo Zapotillo,1075,7.0286180049,Bajo
201340032,Colonia la Central,1287,7.8588725297,Medio
201340033,Desviación Cerro Quemado,26,6.5423115922,Bajo
201340034,La Gloria,15,9.9415520942,Alto
201340035,Desviación Paso Carretero,26,6.4809921025,Bajo
201340036,Paso del Toro,359,8.1085293541,Medio
201340038,Arroyo Seco (San José Arroyo Seco),61,7.5381673894,Medio
201340039,Arroyo Venado (Sección Tercera),605,9.4939783459,Medio
201340040,San Andrés (Colonia San Andrés),259,6.8724838289,Bajo
201340042,Sección Lavida,62,10.1790723968,Alto
201340043,Los Roques [Sección],496,7.8721425873,Medio
201340044,La Soledad,395,7.9624272458,Medio
201340045,Los Bibiano [Sección],196,6.4547057291,Bajo
201340047,Los Castro [Sección],114,8.1806145618,Medio
201340048,Sección Arroyo Grava,118,6.9397320908,Bajo
201340049,Sección Calixto,63,8.2243448424,Medio
201340050,Sección Fabián,46,7.9269136424,Medio
201340051,El Crucero,650,8.5267824088,Medio
201350001,San Felipe Tejalápam,2521,10.6186190078,Alto
201350002,Jalapa del Valle,548,10.6221874893,Alto
201350003,La Unión,195,10.3234133421,Alto
201350004,Tierra Colorada,295,9.2714810069,Medio
201350005,Lovecina (Lodo de Arcilla),153,9.3606985111,Medio
201350006,El Tecolote,271,8.9115165996,Medio
201350007,El Cucharal,303,9.6973467699,Alto
201350008,El Conejo [Rancho],43,10.4175418173,Alto
201350009,El Copalito,275,9.948278347,Alto
201350010,Llano Madera,168,10.7760406516,Alto
201350011,La Mendoza,438,10.1579429731,Alto
201350012,El Paredón,315,9.5545433326,Medio
201350013,La Aurora,171,10.9137274584,Alto
201350014,Río Manteca,64,10.3737352604,Alto
201350015,El Roble,45,10.7939676626,Alto
201350016,El Sauz,418,9.1687407623,Medio
201350017,Llano Ceniza,89,10.1248569275,Alto
201350018,El Chilar,349,10.2966586451,Alto
201350019,Arroyo Central,34,9.5023517075,Medio
201350020,El Cazahuate,36,8.9863737841,Medio
201350021,Llano el Coyote,177,10.9666303225,Alto
201350022,Cañada Cera,316,10.3890381322,Alto
201350023,El Gavillero,101,9.6673981969,Alto
201350024,Los Paderones,69,8.781772044,Medio
201350025,El Gallego,23,9.2687371336,Medio
201350026,La Mesa,157,9.6560701518,Alto
201350027,Los Conde,81,9.6646262116,Alto
201350029,Río Seco,132,10.1525007513,Alto
201350030,Barranca del Sauz,22,10.3325468747,Alto
201350031,Cañada Rayo,21,10.3072717608,Alto
201350032,Mal Paso,110,10.9286603619,Alto
201350033,La Nopalera,162,10.2313185786,Alto
201350034,Los Nava,35,10.2879041212,Alto
201350035,El Ocote,17,9.4695156289,Medio
201350037,El Ocotito,10,8.2451006165,Medio
201350039,El Pipe,46,8.0476784051,Medio
201360001,San Felipe Usila,5412,9.6861211812,Alto
201360002,Arroyo Aguacate,199,8.2949049769,Medio
201360003,General Emiliano Zapata,88,9.2464492051,Medio
201360004,Arroyo Iguana,429,9.0280452149,Medio
201360005,Arroyo Tambor,432,9.0727925933,Medio
201360006,Caracoles Estrella,163,8.3694717111,Medio
201360007,Cerro Caracol,213,8.1618935221,Medio
201360010,Paso Escaleras,600,9.1268443406,Medio
201360011,Peña Blanca,280,8.4638644986,Medio
201360012,Lázaro Cárdenas,163,9.0821908261,Medio
201360013,San Antonio Analco,230,8.3677865502,Medio
201360014,San Antonio del Barrio,172,8.3627097283,Medio
201360015,San Pedro Tlatepusco,247,8.317352104,Medio
201360016,Santa Cruz Tepetotutla,465,9.0272222001,Medio
201360017,Santa Flora,319,8.3440095938,Medio
201360018,Santiago Tlatepusco,595,9.0313783752,Medio
201360019,Santo Tomás Texas,450,8.8266152457,Medio
201360023,Cerro de Hojas,132,8.7411368561,Medio
201360024,Arroyo Tigre,234,8.3519817239,Medio
201360026,Piedra de Azúcar,243,8.5611316379,Medio
201360027,Santa Flora [Congregación],94,7.9741219655,Medio
201360030,Nuevo Arroyo Tambor el Caracol,32,6.5898618047,Bajo
201360031,Cerro Verde,214,8.2993903915,Medio
201360032,Nuevo Santa Flora,108,7.2048589597,Medio
201360034,Encinal,46,8.4398887232,Medio
201360035,Peña Blanca (Colonia San Martín Peña Blanca),56,6.6733159403,Bajo
201360036,Colonia Ampliación Aeropuerto,511,9.3215151561,Medio
201360040,Benito Juárez [Colonia],61,7.6593084096,Medio
201370001,San Francisco Cahuacuá,564,9.4365703472,Medio
201370002,El Alazán,155,7.4562746648,Medio
201370003,El Boquerón,48,6.759684609,Bajo
201370004,La Ciénega,64,7.9694998727,Medio
201370006,Morelos,139,8.2422000258,Medio
201370007,La Muralla,15,7.7849776876,Medio
201370009,Llano de Agua,189,7.4064402982,Medio
201370011,San Isidro el Potrero,271,10.522843487,Alto
201370012,San Sebastián Yutanino,1028,9.3208298753,Medio
201370014,Yucuatoto (San Isidro el Potrero),132,8.8603925022,Medio
201370015,Buena Vista (San Isidro el Potrero),216,10.2800432847,Alto
201370019,Unión y Progreso,194,7.4649463667,Medio
201370021,El Aguacate,14,7.324656672,Medio
201370024,Río Palma,41,8.8057903557,Medio
201370027,El Limón,21,4.5604827912,Bajo
201370030,Río Ocote,20,6.1152937416,Bajo
201370032,Induasavi,16,8.0461841044,Medio
201370033,El Frijol de Yutanino,11,7.5216400048,Medio
201370036,Las Juntas (San Isidro el Potrero),23,8.5146252439,Medio
201370037,El Aserradero,43,9.42714055,Medio
201370043,El Aguacatal,9,6.7797308133,Bajo
201370044,Loma Tigre,203,6.9167972227,Bajo
201380001,San Francisco Cajonos,285,10.4905887474,Alto
201380002,San Miguel Cajonos,166,10.046327198,Alto
201390001,San Francisco Chapulapa,348,9.4901264143,Medio
201390002,Hierba Buena,232,9.9077295497,Alto
201390003,San Alejo el Progreso,591,9.0087688603,Medio
201390004,Guadalupe Siete Cerros,396,7.7409348901,Medio
201390005,Agua Neblina,90,8.25938521,Medio
201390006,El Ocotal,134,7.7363720415,Medio
201390007,Santo Tomás,154,7.5941665812,Medio
201390010,La Reforma,117,9.5332689134,Medio
201390012,Chapulapa Viejo,53,9.0781604444,Medio
201390013,Monte Flor,27,7.8389268903,Medio
201390015,Rancho Pinabete,44,7.1148790781,Bajo
201400001,San Francisco Chindúa,774,9.9358995582,Alto
201400003,Barrio de Dolores,10,9.8103441282,Alto
201400004,Pueblo Nuevo,28,10.0560453749,Alto
201410001,San Francisco del Mar Pueblo Viejo,931,7.4997341687,Medio
201410003,Puerto Estero,125,7.804439144,Medio
201410004,Santa Cruz,313,10.9392785235,Alto
201410036,San Francisco del Mar,5461,10.8189655241,Alto
201410058,Boca Barra (La Barra),3,2.404433339,Bajo
201410075,Colonia 12 de Abril,300,9.74330423,Alto
201410085,Colonia Villanueva,183,10.6010559942,Alto
201410099,Santa Rita,607,10.4507949922,Alto
201410100,El Vergel del Maíz,193,9.9851651176,Alto
201410101,Primera Sección,222,8.8981341582,Medio
201410106,Puerto Grande,335,9.2998599624,Medio
201420001,San Francisco Huehuetlán,673,8.5623788412,Medio
201420002,Papalocuatla,81,6.6609544486,Bajo
201420004,Tranca Flor Caballero,54,7.6094529488,Medio
201420005,Aguacatal,34,6.6512600354,Bajo
201430001,San Francisco Ixhuatán,5433,11.4440911047,Alto
201430004,Chahuites las Conchas,387,10.5555233141,Alto
201430005,Las Palmas,499,11.0611506291,Alto
201430006,Reforma Agraria Integral,317,10.7451690226,Alto
201430008,Cerro Grande,278,9.358819186,Medio
201430037,Cerro Chico (Cerritos),552,10.471602991,Alto
201430038,20 de Noviembre,1119,10.4746476933,Alto
201430040,La Curva (El Crucero),14,11.2099172915,Alto
201430042,Río Viejo,316,9.9896614185,Alto
201430044,La Gloria,8,9.3416343025,Medio
201430056,Lázaro Cárdenas,173,10.9495508144,Alto
201430057,El Naranjal,7,11.7599151577,Alto
201430059,Colonia Primero de Mayo,195,10.9874094921,Alto
201430061,La Herradura,9,12.7490377369,Alto
201430063,Cachimbo,50,6.5568362797,Bajo
201430066,El Porvenir,7,7.0538197366,Bajo
201430067,El Privilegio [Colonia],61,10.0105831075,Alto
201430069,Colonia Cachimbo,33,10.9769566529,Alto
201440001,San Francisco Jaltepetongo,280,10.9135334642,Alto
201440002,San Isidro Jaltepetongo,150,9.1210999663,Medio
201440003,Yucano,89,9.8972026481,Alto
201440004,Yuxaño,25,9.504196992,Medio
201440005,El Llano,175,9.4233242148,Medio
201440006,El Tialle,134,9.6450773182,Alto
201440007,Yodondaa,45,8.8937604501,Medio
201440008,La Loma,110,10.0974644681,Alto
201440009,La Ordeña,67,8.2155705863,Medio
201450001,San Francisco Lachigoló,5091,11.8134276673,Alto
201450002,La Mojonera (Villa Alta),26,7.6624382976,Medio
201450006,El Pocito [Paraje],35,12.0412598804,Alto
201450010,El Paredón (Rancho Viejo),16,8.8499257044,Medio
201450011,Lomas de San Francisco,47,9.7254348539,Alto
201460001,San Francisco Logueche,1036,8.5721784993,Medio
201460002,Bramadero,600,7.8470358479,Medio
201460003,El Costoche,729,8.1564072151,Medio
201460004,El Guayabo,290,7.9125095705,Medio
201460005,Barrio Nuevo,119,7.3864656657,Medio
201460006,El Coyotillo [Rancho],29,7.3196123431,Medio
201470001,San Francisco Nuxaño,321,10.2873995474,Alto
201470004,El Carrizal,44,8.9845236104,Medio
201480001,San Francisco Ozolotepec,1003,8.5303750597,Medio
201480002,San José Ozolotepec,423,7.345903817,Medio
201480003,San Juan Guivini,756,10.103363789,Alto
201490001,San Francisco Sola,1519,10.3933660786,Alto
201490002,Gotzengo,106,6.619773788,Bajo
201490004,El Obispo,24,7.8430382903,Medio
201490006,Quialelá,146,6.7223396758,Bajo
201490011,Shilegua,182,6.6228673341,Bajo
201490012,Yugosica,19,3.3007283384,Bajo
201490013,Pie de Guitillete,13,7.6096245935,Medio
201500001,San Francisco Telixtlahuaca,12474,11.6204463232,Alto
201500002,Faustino G. Olivera,40,10.663629525,Alto
201500003,Plan Seco,120,9.0951724551,Medio
201500004,San Sebastián Sedas,455,10.8438451503,Alto
201500005,Las Trancas,45,9.1674950712,Medio
201500006,San Isidro Ojo de Agua,284,9.9929370279,Alto
201500009,Boca de León,13,8.244254994,Medio
201500010,Santa Cruz el Salto,183,9.6176360751,Alto
201500018,El Nuevo Manzanito,59,10.7999736494,Alto
201500022,Tierra Colorada,42,8.968615446,Medio
201500025,El Moral,28,9.0868988102,Medio
201500030,Cañada las Sedas,67,7.2345302955,Medio
201500036,Camino Nacional,35,9.1158787509,Medio
201510001,San Francisco Teopan,179,10.3271014975,Alto
201510002,Llano Grande,59,7.8373807588,Medio
201510006,El Capulín,28,10.198809931,Alto
201510007,El Calvario,46,9.8499525274,Alto
201520001,San Francisco Tlapancingo,855,10.3819747139,Alto
201520003,Barrio del Carmen,165,7.5213869661,Medio
201520004,Guadalupe Nogales,842,7.5354976368,Medio
201520005,San Marcos Natividad,517,8.2667775749,Medio
201520007,Vicente Reyes Camacho,28,5.6329174403,Bajo
201520008,Barrio del Guapinol,65,8.164916241,Medio
201530001,San Gabriel Mixtepec,3673,10.6141314713,Alto
201530005,El Camarón,30,6.5645984363,Bajo
201530008,Cerro Grande,20,8.3712568558,Medio
201530010,San Isidro el Cuil,245,9.6476231607,Alto
201530017,Pueblo Viejo,60,10.6626674666,Alto
201530020,San Pedro Huanacaxtle,20,7.2434175872,Medio
201530039,El Carnero,12,11.4636438342,Alto
201530040,Cacalote,47,9.9762243881,Alto
201530042,La Cruz,60,8.793408605,Medio
201530044,El Jordán,51,10.9635105001,Alto
201530049,Santa María,306,9.8149623596,Alto
201530050,Las Acacias,46,9.3637470434,Medio
201530055,El Limón,13,10.6132464799,Alto
201530060,Arroyo Tigre,64,8.4962706068,Medio
201530070,La Cañada San Miguelito,28,8.4575484988,Medio
201530074,Santo Niño,58,10.1746056229,Alto
201530076,Barrio Hidalgo,56,11.0872046913,Alto
201530078,San Pablo (La Mielera),16,8.2373818932,Medio
201530081,El Sargento (Tierra Colorada),9,8.3150000353,Medio
201530082,Cañada las Palmas,11,9.158816389,Medio
201530083,Yegalán,30,6.9568707864,Bajo
201530084,La Esmeralda,42,9.1933268664,Medio
201540001,San Ildefonso Amatlán,887,9.7942108953,Alto
201540002,Santo Domingo Amatlán,174,8.9399970289,Medio
201540003,La Reforma,514,8.5282249096,Medio
201540004,Yojuela,532,8.8605464776,Medio
201540005,El Extebe,113,8.1056128604,Medio
201540011,Barrio San Isidro,39,9.2894571385,Medio
201540012,Unión,70,8.4312406501,Medio
201550001,San Ildefonso Sola,270,10.729238851,Alto
201550003,San Ildefonso Viejo,234,7.0339904825,Bajo
201550004,Yocuá,77,8.6693488068,Medio
201550005,Barrio Zaniza,188,8.8399220579,Medio
201550006,El Nogal,38,8.4291309623,Medio
201550008,Palo Blanco,42,6.9198123948,Bajo
201550009,Peña del Chivo,36,8.001898182,Medio
201550012,Llano Lachizón,70,9.51910509,Medio
201550013,Goroza (El Sabinito),46,9.2010697584,Medio
201550016,Rancho de los Díaz (Barrio de la Soledad),48,9.8452104054,Alto
201560001,San Ildefonso Villa Alta,1443,11.5665171372,Alto
201560002,San Francisco Yatee,430,9.8296851531,Alto
201560003,San Juan Tagui,479,10.1477077033,Alto
201560004,San Juan Yalahui,570,9.8861674733,Alto
201560005,San Juan Yetzecovi,224,9.8307128337,Alto
201560006,Santa Catarina Yetzelalag,378,8.5807295556,Medio
201560009,Analco (Barrio de Villa Alta),150,11.5964098062,Alto
201570001,San Jacinto Amilpas,16827,12.3443016171,Alto
201580001,San Jacinto Tlacotepec,650,10.4268314026,Alto
201580002,Cuajinicuil,672,9.7366907171,Alto
201580003,El Obscuro,182,10.6395558382,Alto
201580004,El Venado,374,10.3376750217,Alto
201580005,Río Trapiche,83,9.1068224266,Medio
201580006,San Isidro,58,10.0087757904,Alto
201580007,La Cofradía,65,7.4860237398,Medio
201580008,La Unión,64,8.0257050981,Medio
201580010,Los Pinos [Barrio],19,10.1617357886,Alto
201580013,San Isidro el Viejo (La Zonga),66,9.2880407691,Medio
201590001,San Jerónimo Coatlán,918,9.9638674824,Alto
201590002,San Cristóbal Honduras,978,9.0351023833,Medio
201590003,Santo Domingo Coatlán,512,9.5738043942,Medio
201590004,Soledad Piedra Larga,460,8.6696062775,Medio
201590005,Llano de León,537,9.9031085905,Alto
201590006,El Progreso,207,9.7117227435,Alto
201590009,Buena Vista,37,9.4842037646,Medio
201590010,Cerro Sol,37,6.4891847571,Bajo
201590011,Las Palmas,725,9.8442626937,Alto
201590012,El Mirador,257,9.4913316326,Medio
201590014,San Lucas,94,7.9659770677,Medio
201590015,Santa Ana,45,3.2096611456,Bajo
201590020,Río Piedra,243,8.7938613013,Medio
201590021,La Hierba Santa,34,8.149940212,Medio
201590031,Bugambilias,120,10.3920852005,Alto
201590032,Cerro el Trabajador,8,2.5691194058,Bajo
201590035,La Juquilita,115,8.1244235593,Medio
201590036,Tierra Blanca,24,7.8777139323,Medio
201590037,El Guamilar,20,4.7934547776,Bajo
201590038,Junta de los Ríos,37,9.301098779,Medio
201590040,Río Víbora (Tres Ríos),31,3.4900155438,Bajo
201590044,Marcelino Juárez,8,2.3703709385,Bajo
201590048,La Providencia,40,10.3453792275,Alto
201590049,Arroyo el Palmar,11,8.659520918,Medio
201600001,San Jerónimo Silacayoapilla,925,10.9438083112,Alto
201600003,Tejaltitlán,223,11.207512613,Alto
201600004,El Sabino,281,10.2991273035,Alto
201610001,San Jerónimo Sosola,96,11.4785977439,Alto
201610002,Minas de Llano Verde,104,9.5813780388,Medio
201610003,Ojo de Agua,98,8.6356377347,Medio
201610004,El Parián,22,10.3431537517,Alto
201610005,El Progreso Sosola,30,8.9854606318,Medio
201610006,Río Florido Sosola,111,8.5936587759,Medio
201610007,San Juan Sosola,105,9.3012948634,Medio
201610008,San Mateo Sosola,631,10.893716927,Alto
201610009,Santa Lucía Sosola,518,10.690987686,Alto
201610010,Santa María Tejotepec,82,10.7668875479,Alto
201610011,San José Sosola,143,9.6456038688,Alto
201610012,Cieneguilla,106,9.9550460789,Alto
201610013,Cruz de Piedra,156,11.2694607475,Alto
201610014,Santa Cruz del Río (Río de Ocote),52,10.6188772002,Alto
201610015,Santa María Yolotepec,21,8.8022792497,Medio
201610018,La Ciénega,50,10.6737035037,Alto
201610019,Chavío,117,9.8225531163,Alto
201610021,El Moral,13,10.6500529772,Alto
201610022,Nopalera,51,6.9633280088,Bajo
201610026,La Rosa,59,9.6420110933,Alto
201610027,Tunillada,24,9.7334164203,Alto
201610033,Buenavista Yucundaco,12,7.2791887162,Medio
201610035,El Calvario,19,10.9766601995,Alto
201610036,Cañada de Rosa,34,9.4283079558,Medio
201610037,Cañada del Maguey,9,10.7114842131,Alto
201610039,Río Grande,18,10.3422013834,Alto
201610042,El Fresno [Ranchería],15,11.0863001097,Alto
201620001,San Jerónimo Taviche,1754,9.1914792913,Medio
201620002,Guegonivalle,54,8.4697772799,Medio
201620011,Pozo de la Canela,113,9.3139588726,Medio
201620015,Shova,17,7.824496378,Medio
201620016,Mina Santa Inés,29,8.9405558291,Medio
201620017,Cerro de la Morada,14,6.91660933,Bajo
201620018,Portillo el Guayabal,40,9.5322457752,Medio
201630001,San Jerónimo Tecóatl,809,9.8502348448,Alto
201630002,Los Naranjos,416,6.9418745206,Bajo
201630003,Plan de Guadalupe,281,7.0724545835,Bajo
201630006,Santa Catarina,70,7.4709382139,Medio
201640001,San Jorge Nuchita,2106,9.8054229587,Alto
201640003,San Miguel Allende,261,10.7243780746,Alto
201640004,Guadalupe de Morelos,514,9.9678939992,Alto
201650001,San José Ayuquila,1094,10.4084534307,Alto
201650002,El Centenario,230,10.0304241674,Alto
201650003,San Rafael,290,9.8375267061,Alto
201650007,La Soledad [Barrio],15,5.0727597263,Bajo
201660001,San José Chiltepec,3480,11.7053073725,Alto
201660002,Arroyo Anguila,94,11.0270724473,Alto
201660003,Arroyo Choápam,1660,11.003938965,Alto
201660004,Arroyo Frijol,716,10.2147634493,Alto
201660008,Buenos Aires,84,10.1533517857,Alto
201660010,Cerro Flores,379,10.7606152851,Alto
201660012,El Fortín,281,10.09600677,Alto
201660013,Fortino J. Pinacho,543,11.1926043945,Alto
201660015,La Guadalupe,183,9.2482675854,Medio
201660017,Leyes de Reforma,253,9.3032598003,Medio
201660019,Peña Rubia,62,10.1188248925,Alto
201660020,Plan de Águila,136,9.8659775498,Alto
201660021,Pueblo Viejo,1384,10.1642802633,Alto
201660026,San Isidro Naranjal,552,10.2399251124,Alto
201660028,Tierra Negra,235,10.6366191799,Alto
201660031,San Martín,23,9.7541016303,Alto
201660034,La Joya Manantial,106,8.9146820725,Medio
201660044,San Felipe,208,11.0388403584,Alto
201660047,Los Cocos,35,11.0451145944,Alto
201660048,El Paraíso,24,11.7200513781,Alto
201660049,La Borda,24,11.5119685156,Alto
201660050,Loma del Chivo,23,11.8645472995,Alto
201660054,Zapotal,11,10.6910540641,Alto
201660055,La Zuzul,11,12.275340844,Alto
201660056,Las Margaritas,207,11.8975536196,Alto
201660058,Tierra Negra Dos,20,10.723902884,Alto
201660064,El Olvido,11,11.1178224895,Alto
201660065,El Manguito (Rancho San Felipe),175,11.5151797469,Alto
201660067,El Tablero,117,9.961738448,Alto
201660068,Roberto Olivares Arellano,180,10.2060910002,Alto
201660069,El Fortín [Ejido],66,10.1620630358,Alto
201670001,San José del Peñasco,713,8.4704704869,Medio
201670002,La Labor,318,8.7372609273,Medio
201670003,El Tabaje,442,8.6470832714,Medio
201670004,El Yagalán,399,8.3224218103,Medio
201670007,La Ocotera,150,9.0781397768,Medio
201670008,Loma Grande,127,8.0857212637,Medio
201680001,San José Estancia Grande,920,9.9550154629,Alto
201690001,San José Independencia,799,8.3183375905,Medio
201690002,Buenos Aires,931,7.1265913441,Bajo
201690003,Cerro Clarín,963,7.5302859541,Medio
201690004,Cerro Chapultepec,362,5.8810808196,Bajo
201690005,El Tepeyac,276,6.3499867967,Bajo
201690006,Cerro Torito,243,6.329242479,Bajo
201690007,Colonia Sonora,157,6.3216070637,Bajo
201690008,Cerro de Vidrio,87,4.8374883882,Bajo
201690009,Colonia Roma (Agua Azul),72,6.0817050929,Bajo
201690010,Isla San José,187,6.7246883586,Bajo
201690011,Cerro Laguna,174,8.3889280678,Medio
201700001,San José Lachiguiri,1179,7.0979299679,Bajo
201700002,Nizagoche,866,7.0069761876,Bajo
201700003,Rancho Mijangos,245,6.9292543079,Bajo
201700004,Santa María Lachivigoza,929,8.6261442747,Medio
201700005,San Isidro la Chivigoza,15,4.0909757456,Bajo
201700006,Nuestra Señora Inmaculada de Juquila el Carrizal,215,7.2113267065,Medio
201700007,Rancho Nuevo,46,7.0707207217,Bajo
201700008,El Ocote (Cuatle),48,7.7770874812,Medio
201700009,Barrio Tercero (Salida del Arroyo),113,6.3479359082,Bajo
201700010,Portillo el Mezquite,44,6.3364359799,Bajo
201710001,San José Tenango,1254,10.8520419313,Alto
201710002,Aguacatitla,497,7.3388222021,Medio
201710003,Agua Colorada,43,5.6471190386,Bajo
201710004,Agua Ciénega,180,5.5453792025,Bajo
201710005,Agua de Golondrina,134,6.7776899854,Bajo
201710006,Agua Pescadito,16,4.4187762297,Bajo
201710007,Altamira,257,5.2084281834,Bajo
201710008,Cañada de Mamey,285,7.0454104793,Bajo
201710009,Cerro Central,463,7.6759752825,Medio
201710010,Cerro Otate,424,6.2361902793,Bajo
201710011,Llano de Árnica,190,8.3039138027,Medio
201710012,Pozo de Águila,145,6.6484515173,Bajo
