CLAVE_UNICA,NOM_LOC,POBTOT,SCORE_REZAGO,GRADO_REZAGO
203090027,La Pochota,241,7.5514988182,Medio
203090028,La Vega,28,7.2682845506,Medio
203090030,Santa Rosa,16,7.0683035688,Bajo
203100001,San Pedro Ixtlahuaca,3888,11.1867282126,Alto
203100002,Rancho de los Audelo,655,11.3846294683,Alto
203100003,Buena Vista,774,10.1747901725,Alto
203100004,La Concepción,418,9.4781245279,Medio
203100005,La Loma (Loma Grande),349,10.0292423233,Alto
203100006,Agua Dulce,136,10.624712023,Alto
203100009,Loma Bonita [Colonia],1030,10.8457245413,Alto
203100010,El Vergel,96,10.8518128666,Alto
203100011,La Verdura,214,10.8323810866,Alto
203100012,Ampliación Loma Bonita [Colonia],216,10.6753175285,Alto
203100013,Arboleda,233,10.5340929341,Alto
203100014,José Guadalupe Martínez García,423,10.5590039929,Alto
203100015,Juquilita,479,9.8839944145,Alto
203100016,La Peña,338,9.9725371167,Alto
203100017,Las Razas,679,11.1245976582,Alto
203100018,Colonia Tlacaelel,131,9.3420272192,Medio
203100019,Jardines del Tepeyac,217,10.1875672225,Alto
203100020,Piedras Negras [Colonia],256,7.8649257677,Medio
203100021,Los Nogales (Río Escoplo),9,9.2314967041,Medio
203100023,Real del Valle,28,7.0962015053,Bajo
203100024,El Guayabal,554,9.1045116533,Medio
203100025,Las Flores [Colonia],161,9.7978695301,Alto
203100026,El Mogote,159,6.7540747062,Bajo
203100027,Las Monjas,244,10.0574304839,Alto
203100028,El Sauz [Colonia],324,10.526513903,Alto
203100029,El Llano [Paraje],19,6.1712823202,Bajo
203100030,La Unión [Colonia],277,9.6713562755,Alto
203100031,El Pino,156,10.8543344797,Alto
203100032,Gardenias,20,11.8234379964,Alto
203100033,Jazmines,110,7.4487939052,Medio
203100034,La Verdura [Paraje],154,9.1765439061,Medio
203100035,Real del Sauce,51,9.678531909,Alto
203100036,El Nanche [Colonia],114,10.3509126146,Alto
203100037,El Puente [Paraje],20,9.200511101,Medio
203100038,La Huerta [Colonia],21,9.8168894785,Alto
203100039,Loma de la Mina [Paraje],38,8.9277923571,Medio
203100040,El Sabino [Paraje],37,6.1468291517,Bajo
203100041,El Arenal [Colonia],31,9.1803712272,Medio
203100042,El Temblor [Paraje],41,7.646024084,Medio
203100043,Cañada del Nanche [Paraje],57,10.4262718412,Alto
203100044,Cañada Grande [Colonia],73,6.1171552006,Bajo
203100045,El Encino [Paraje],13,5.5397168881,Bajo
203100046,Wenceslao Victoria Soto,253,10.7653708112,Alto
203100047,Clara Córdoba Morán,207,11.658104178,Alto
203100048,Los Mangales [Colonia],384,9.7124689858,Alto
203100049,Colonia Ojo de Agua,160,9.781365553,Alto
203100050,25 de Mayo,78,9.0100726336,Medio
203100051,Los Sabinos,187,8.3023773661,Medio
203100052,Loma de la Hacienda (Paraje el Terrero),27,7.9553788161,Medio
203110001,San Pedro Jaltepetongo,464,9.132143591,Medio
203110005,El Llano,18,7.3952078258,Medio
203120001,San Pedro Jicayán,4386,9.2143545346,Medio
203120002,Agua Dulce,408,9.1744847627,Medio
203120003,Chuparrosa,863,7.7153965011,Medio
203120004,San Juan Jicayán,1815,9.5755743657,Medio
203120005,Santiago Jicayán,1082,9.5795418796,Medio
203120006,Yutandayoo,871,8.4917267062,Medio
203120007,Río Yutandua,220,7.7766923885,Medio
203120010,Los Marcelo [Colonia],210,8.5307273472,Medio
203120011,La Hierba Santa,153,8.3761127713,Medio
203120012,Tres Ríos,20,9.2222254277,Medio
203120013,San José Yutatuyaa,626,8.2102651926,Medio
203120015,San Marcos el Coyul,80,7.0251978713,Bajo
203120016,El Limón Real,161,8.6160472379,Medio
203120024,Pozo Yutatoma (Barrio Ñundaso),161,8.4500026808,Medio
203120026,Barrio Grande,104,7.92876366,Medio
203120027,Colonia Nueva Jicayán,117,8.0634070642,Medio
203130001,San Pedro Jocotipac,712,8.5223704213,Medio
203130004,Rancho Buenavista,9,5.9609098363,Bajo
203140001,San Pedro Juchatengo,1445,10.8983520331,Alto
203140004,La Pila,19,7.8076891193,Medio
203140006,Plan de Minas,8,9.2020071361,Medio
203140008,La Cruz,23,9.3980070597,Medio
203140009,Barrio Santa Lucía,155,10.791007594,Alto
203140012,La Luna,41,10.6913650174,Alto
203140013,La Guadalupe,35,9.0107198093,Medio
203140025,El Guayabo,13,10.6107877193,Alto
203150001,San Pedro Mártir,1899,8.6125880495,Medio
203160001,San Pedro Mártir Quiechapa,738,9.8454621324,Alto
203170001,San Pedro Mártir Yucuxaco,307,10.370495803,Alto
203170002,Cañada María,285,9.688829365,Alto
203170003,Guadalupe Hidalgo,218,8.2165690803,Medio
203170004,Las Peñas,120,8.9002238948,Medio
203170005,La Unión,15,10.7341547025,Alto
203170006,El Progreso,59,10.2302254304,Alto
203170007,Río Arena,87,10.1742366753,Alto
203170009,La Ampliación Yucuxaco (La Lobera),133,9.147702148,Medio
203170011,Loma del Coyote,24,10.2971055595,Alto
203180001,San Pedro Mixtepec Distrito 22,5103,10.5575231717,Alto
203180002,Bajos de Chila,6694,10.3348830984,Alto
203180003,La Cañada,144,10.0520217221,Alto
203180004,Comuncito,159,8.2887371651,Medio
203180005,San Andrés Copala,899,10.8714720704,Alto
203180006,El Huarumbo,614,7.6386644584,Medio
203180007,Los Limones,211,10.1418190874,Alto
203180008,Pueblo Viejo,109,8.5876159915,Medio
203180009,Puerto Escondido,29903,11.5947629259,Alto
203180010,La Reforma,751,9.919922069,Alto
203180011,Regadío,72,10.1151859378,Alto
203180012,El Salitre,359,8.3288987011,Medio
203180013,El Toledo,365,9.7679079771,Alto
203180018,La Unión (Mixtepec),274,10.5863132589,Alto
203180019,Las Negras,195,10.143676671,Alto
203180020,La Alejandría,20,12.495033081,Alto
203180022,Macahuite Blanco,38,7.2712890772,Medio
203180024,Plan de Minas,42,7.1626607545,Bajo
203180025,Aguaje del Zapote,340,10.8273800899,Alto
203180031,La Lucerna,150,8.7299094632,Medio
203180032,Arroyo Tepehuaje,11,5.6503847539,Bajo
203180034,La Yerba Santa,89,10.4089601737,Alto
203180038,El Jícaro,69,10.6391841738,Alto
203180039,El Macuil,96,10.9484601594,Alto
203180040,Mandingas,188,9.4048612464,Medio
203180041,Los Nanches,127,7.7032352962,Medio
203180042,Puente San José,155,9.9108452195,Alto
203180043,Portillo el Maluco,76,10.1589547307,Alto
203180052,Barranca Honda,5,13.5882722538,Alto
203180053,Aviación (Cerro de la Vieja) [Colonia],10,8.3105316409,Medio
203180057,El Gallo,13,12.0792541308,Alto
203180058,El Pescadito,72,7.7250372375,Medio
203180060,La Isla del Gallo,7,9.7343751393,Alto
203180063,El Porvenir,23,7.0725928061,Bajo
203180070,Colonia Independencia,497,9.9917522387,Alto
203180072,Las Tres Palmas,312,10.6624656637,Alto
203180073,Carrizal,18,6.8288142707,Bajo
203180074,Los Reyes [Fraccionamiento],61,10.7662919469,Alto
203180076,La Laguna [Colonia],60,10.7292392699,Alto
203180078,San Miguel [Colonia],369,9.0625058744,Medio
203180080,La Ceiba,69,9.6825703913,Alto
203180082,El Oasis [Sector],19,11.2130394316,Alto
203180084,La Puesta del Sol,58,11.2609128676,Alto
203180087,Arroyo Seco,83,8.7683311131,Medio
203180088,Colonia Aeropuerto,115,11.1181945206,Alto
203180089,Lomas de San Pedro,187,10.7444074387,Alto
203180091,La Esperanza Verde [Fraccionamiento],7,11.1605169214,Alto
203180093,Colonia Guadalupe,85,9.6136236672,Alto
203180095,Universo [Colonia],10,7.4641979158,Medio
203180097,El Xiikharo [Fraccionamiento],113,12.7814231552,Alto
203180098,Brisas del Puerto [Fraccionamiento],133,12.795537389,Alto
203180100,La Lucerna [Colonia],152,10.0251086059,Alto
203180101,Delfines [Fraccionamiento],6,11.0450137982,Alto
203190001,San Pedro Mixtepec Distrito 26,968,8.8430330563,Medio
203200001,San Pedro Molinos,395,9.8947448098,Alto
203200002,Asunción Buenavista,162,9.0858498938,Medio
203200003,Yuteyoo,12,7.6057134867,Medio
203200005,San Isidro,44,10.13478443,Alto
203200006,Barrio San Pedro Mártir,35,9.6158041001,Alto
203200007,Yuñuño,26,9.1696854819,Medio
203200008,El Campo (Nunda Chiyi),32,8.9698428888,Medio
203210001,San Pedro Nopala,389,10.8218879109,Alto
203210002,Yosocuno,191,8.6005705009,Medio
203210005,Agua Fría,10,9.5419794734,Medio
203210006,Las Palomas,26,10.4443224744,Alto
203210013,El Común,13,8.6923661326,Medio
203210015,El Moral,24,9.8872525381,Alto
203210016,Río Mixteco,24,10.7047958389,Alto
203210017,Zandaye,39,9.3085933715,Medio
203210018,Barrio Primero,23,9.07760705,Medio
203220001,San Pedro Ocopetatillo,786,7.6748243654,Medio
203230001,San Pedro Ocotepec,1324,9.1473331874,Medio
203230002,El Polvo,47,7.8710336568,Medio
203230003,Santa Cruz Ocotal,840,8.6462849459,Medio
203230004,Israel,65,8.1978182794,Medio
203230007,Camino a San Isidro,18,9.5065640534,Medio
203230008,Unión y Progreso,110,8.1642460112,Medio
203240001,San Pedro Pochutla,14071,11.4074480364,Alto
203240002,Aguacate,75,9.2901276832,Medio
203240010,San José Chacalapa,2212,10.6198594389,Alto
203240011,Chepilme,421,8.3853186151,Medio
203240016,El Encierro,183,8.6572229636,Medio
203240021,Nanchal,51,8.6081569591,Medio
203240024,El Cigarro,96,7.3303043278,Medio
203240025,Puerto Ángel,2991,11.7149881135,Alto
203240026,Reyes,743,8.5682239368,Medio
203240027,Roque,1580,10.5343986511,Alto
203240029,San Isidro Apango,1051,10.3062881491,Alto
203240030,San Miguel Figueroa,1269,9.3843409435,Medio
203240033,Santa María Limón,770,10.3793149668,Alto
203240035,Tachicuno,404,9.7027386303,Alto
203240036,Toltepec,340,9.671572229,Alto
203240037,Xonene,349,8.3807047237,Medio
203240039,Arroyo Zapote,621,9.9367591645,Alto
203240040,Zapotengo,65,9.147456887,Medio
203240042,Arroyón,42,8.6922848985,Medio
203240048,El Colorado,781,10.1939752375,Alto
203240050,Corcovado Petaca,461,9.3657653791,Medio
203240052,El Piste,114,8.849062168,Medio
203240055,Guzmán,312,9.7145207454,Alto
203240060,Lagunilla,416,9.4837033915,Medio
203240062,Juana Castillo,33,6.2520042788,Bajo
203240063,La Naranja (La Camaronada),102,7.7306619271,Medio
203240065,Colonia la Mina,215,10.2213860106,Alto
203240069,Palo de Arco,22,8.0220781765,Medio
203240074,Pocitos,110,10.3066685608,Alto
203240075,Piedra de Lumbre,204,10.2092579295,Alto
203240082,El Vigía,906,9.6325839026,Alto
203240083,Zapotal,419,9.3499028868,Medio
203240084,Playa Zipolite,1360,11.4130956242,Alto
203240087,Palmarillo (Palmarillo San Martín),302,9.0338531014,Medio
203240089,Arroyo Cruz,503,9.2689007663,Medio
203240092,Arroyo del Inquente,87,7.0465903832,Bajo
203240093,Los Ciruelos,564,9.7154244936,Alto
203240094,Cofradía,97,9.6560510802,Alto
203240098,La Lima [Barrio],241,10.5290345304,Alto
203240099,Barrio Mendillo,716,10.9550098981,Alto
203240102,San Isidro Limón,287,9.1118255489,Medio
203240103,Tahueca,189,8.3602316721,Medio
203240105,El Tololote,252,8.5591663238,Medio
203240106,Yolina,36,6.1620459371,Bajo
203240109,Barrio Nuevo Toltepec,359,8.9196467842,Medio
203240111,Comala,500,9.0620550808,Medio
203240113,Galilea,222,8.0186788074,Medio
203240117,Las Juntas (Junta la Segunda),63,7.8005737111,Medio
203240124,Palotada (San Juan Palotada),398,8.9369719214,Medio
203240125,Carnizuelo,111,9.558434154,Medio
203240126,Palestina,118,9.1992732051,Medio
203240131,Arroyón (Piedra de la Virgen),65,5.2741146969,Bajo
203240133,Barrio Cuaydiguele,339,11.0360990997,Alto
203240137,Nueva Chapingo [Colonia],505,10.8795788208,Alto
203240138,Barranquilla,261,10.6224605873,Alto
203240139,La Cruz del Siglo,394,11.2633008064,Alto
203240141,Salchi,21,11.5573421129,Alto
203240143,Paso los Indios,42,5.5398950398,Bajo
203240144,Piedra Ancha (Azulillo),18,8.1921074263,Medio
203240146,Laguna Seca (Sección Cuarta),492,11.0405640574,Alto
203240147,Miramar,187,9.6113586176,Alto
203240148,Estacahuite,298,11.583999268,Alto
203240149,La Boquilla,8,12.6786195593,Alto
203240151,Barra de Cuatunalco,170,10.9446904744,Alto
203240152,Zacamalín,39,7.2673406004,Medio
203240153,La Lagartija,55,10.3962809963,Alto
203240154,La Redonda,13,8.6702491874,Medio
203240158,Río Grande Paso Xonene,114,9.1103913916,Medio
203240159,Las Palmas,168,9.0395153471,Medio
203240160,El Coyote,121,6.6850679826,Bajo
203240162,Nanche Dulce,43,7.5007369473,Medio
203240167,Arroyo Arena,19,11.5217729305,Alto
203240171,Cerro Prieto,25,5.9369540559,Bajo
203240173,Juan Diegal,72,7.6577233497,Medio
203240177,Renacimiento,24,5.1077966148,Bajo
203240188,Arroyo Macalla,260,9.6434412283,Alto
203240189,Arroyo Rico,106,10.6244543194,Alto
203240191,Barrio Nuevo Chapingo,217,8.7322918828,Medio
203240192,Cacahuatal,59,9.2762925742,Medio
203240195,La Ciénega II,206,7.2433975676,Medio
203240196,La Guayabita,59,10.0453973162,Alto
203240198,Loma Larga,184,11.2374889986,Alto
203240199,Nopalera,112,9.1937004784,Medio
203240200,Puente Toltepec,17,6.827664206,Bajo
203240201,Santo Tomás,12,11.0223056453,Alto
203240202,El Sitio,87,10.1839527036,Alto
203240203,Laborillo,228,9.9630140703,Alto
203240204,Loma Cruz,278,11.5236007448,Alto
203240207,Medina,305,11.4478110611,Alto
203240208,Lomas de San Pedro [Fraccionamiento],185,10.9053784334,Alto
203240209,La Ciénega III,119,10.3323443627,Alto
203240210,Playa Tijera,7,5.4326071118,Bajo
203240213,La Rosadía,155,9.2509037156,Medio
203240214,El Manantial,96,8.542023693,Medio
203240215,Samaritán,124,10.2971346549,Alto
203240216,Sone,14,8.3678223929,Medio
203240217,Cerro Corneta Guzmán,10,10.610840976,Alto
203240218,Laguna Seca,10,7.2418391303,Medio
203240220,Barrio Apanune,87,8.2755193012,Medio
203240221,Barrio Anclero,82,9.8777624355,Alto
203240222,Barrio San Agustín,133,10.6185291703,Alto
203240223,Benito Juárez,1339,10.0139708324,Alto
203240224,El Corozal,7,2.256440911,Bajo
203240225,Cuajinicuil (Cuajinicuil Alto),94,8.8859837301,Medio
203240226,El Encinal,28,6.8509122652,Bajo
203240228,Macahuite Dos,11,6.6909070518,Bajo
203240230,El Paraíso,118,8.7944136345,Medio
203240231,El Porvenir,111,8.9704482897,Medio
203240232,Río Sal,160,8.2961484114,Medio
203240234,La Soledad [Barrio],104,6.8094578928,Bajo
203240235,Los Naranjos Esquipulas,794,8.7800025222,Medio
203240237,San Pedro Cafetitlán,333,8.9040111082,Medio
203240238,Unión de Guerrero,53,8.8380997101,Medio
203240239,La Guadalupe,64,8.8623978984,Medio
203240240,Limoncito,58,10.1047463617,Alto
203240242,Rancho Pina [Barrio],62,10.2860354972,Alto
203240245,Los Tamarindos,77,7.9461571802,Medio
203240246,La Juquilita [Barrio],23,5.2657780166,Bajo
203240247,El Tule,32,10.5601704655,Alto
203240248,Loma del Ángel,21,9.9933606373,Alto
203240249,Chicozapote [Colonia],140,9.8018714657,Alto
203250001,San Pedro Quiatoni,3954,8.4315462776,Medio
203250003,Agua Blanca,152,6.1222409906,Bajo
203250004,Agua Colorada,90,3.9424936137,Bajo
203250005,Agua León,46,2.7058916427,Bajo
203250008,Carrizal,18,7.5878014553,Medio
203250009,Cerro Costoche,195,6.6992334107,Bajo
203250010,Cerro Culebra,183,6.4729393662,Bajo
203250011,Cerro León,200,6.0027457325,Bajo
203250013,Coquito,61,4.9666664951,Bajo
203250016,Danigaree,64,5.2953796646,Bajo
203250019,Hierba Santa,52,5.3938502082,Bajo
203250020,El Huajal,22,4.5726002507,Bajo
203250021,El Porvenir,508,9.0986710072,Medio
203250022,Macahuite,28,5.6223192638,Bajo
203250023,La Mancornada,537,10.0983536936,Alto
203250024,Ocotal,10,1.8563204519,Bajo
203250026,La Reforma,155,7.4588166312,Medio
203250028,Piedra Tehuana,11,3.6679614139,Bajo
203250030,Portillo Jinete,58,7.2396178459,Medio
203250033,Río Golea,38,5.3445074524,Bajo
203250034,Río Lachiriega,71,7.615839462,Medio
203250035,Río Lana,57,5.8039484862,Bajo
203250036,Río Mina,8,3.6589281432,Bajo
203250037,El Romadito,197,6.8611491206,Bajo
203250038,San Pablo Lachiriega,634,8.6500732351,Medio
203250039,La Soledad Salinas,3770,10.4038114755,Alto
203250041,Agua Tarangutín,13,6.3434205841,Bajo
203250042,Unión Juárez,432,8.5017074345,Medio
203250046,El Tablón,10,5.5870095548,Bajo
203250047,Nisayola,20,5.8140511683,Bajo
203250048,Piedras Negras,13,5.0687533626,Bajo
203250049,Portillo Tierra Blanca,80,5.6719061654,Bajo
203250063,Santiaguito,34,7.2713762996,Medio
203250067,Cerro León,67,5.0387730205,Bajo
203250068,Río Lana II,123,7.8397982192,Medio
203260001,San Pedro Sochiápam,1875,10.269108622,Alto
203260002,Santiago Quetzalapa,415,7.1814887755,Bajo
203260003,San Juan Zapotitlán,1222,7.1266522775,Bajo
203260004,El Retumbadero,147,10.091456086,Alto
203260005,San Juan Zautla,1239,8.3378271642,Medio
203260007,Moctezuma,22,10.491794152,Alto
203260008,Colonia de la Palma,92,10.0462767454,Alto
203260011,La Cumbre,26,3.0707201924,Bajo
203270001,San Pedro Tapanatepec,8154,11.3259627924,Alto
203270002,Las Anonas,133,11.4291956963,Alto
203270003,Bernal,235,10.5526330576,Alto
203270004,Los Corazones,1154,10.9443122946,Alto
203270006,Rincón Juárez,983,10.3831466769,Alto
203270009,Conchalito,279,11.120325584,Alto
203270010,Pesquería Guadalupe,428,10.3605158275,Alto
203270011,San José de los Portillos,375,10.1082511117,Alto
203270013,Benito Juárez [Congregación],102,9.3363136351,Medio
203270023,Trejo,291,10.0264265879,Alto
203270033,Los Naranjos,24,7.4611795985,Medio
203270044,Santa Inés,16,11.1190159091,Alto
203270045,Revolución 20 de Noviembre,357,10.6586671116,Alto
203270046,Los Mangos,26,9.3805936226,Medio
203270047,La Cristalina,14,6.2350038,Bajo
203270050,Pesquería Rancho Salinas,644,11.2508930285,Alto
203270051,Pesquería Puerto Paloma,310,9.7126762243,Alto
203270073,Las Delicias,4,12.1418576772,Alto
203270080,Plan de Ayala,15,5.456576136,Bajo
203270112,Colonia Emiliano Zapata (Ejido 10 de Abril),55,10.3984747293,Alto
203270122,Ro-Be-Ca,16,7.0952872423,Bajo
203270130,Las Minas,12,6.4673389041,Bajo
203270178,Rancho Trejo,19,7.5488616041,Medio
203270196,El Veintiocho,80,8.3381640379,Medio
203270198,Barrio Galeana,39,10.0166310407,Alto
203270209,San Pedro,90,10.047467184,Alto
203270212,Licenciado Daniel López Nelio  [Colonia],293,6.8278304544,Bajo
203270215,Canta Ranas,13,12.30172189,Alto
203270216,Colonia Colosio,855,8.9808821383,Medio
203270217,Coronil,37,10.5211511455,Alto
203270235,Paso Limón,85,10.3264166733,Alto
203270271,Santa Brígida,25,11.3645350467,Alto
203270277,Che Velázquez [Colonia],17,2.9390732638,Bajo
203280001,San Pedro Taviche,1438,8.8160716161,Medio
203290001,San Pedro Teozacoalco,458,10.068714464,Alto
203290002,Buenavista,69,8.5038309982,Medio
203290003,San Isidro,79,8.696466597,Medio
203290004,San José Río Minas,201,9.2699888786,Medio
203290006,San Antonio el Progreso,126,9.4607934117,Medio
203290009,Loma Larga,10,6.7263542206,Bajo
203290010,Laguna del Muerto,29,8.7807522612,Medio
203290011,Santa Ana,50,9.5284863509,Medio
203290012,Tierra Blanca Segunda Sección,63,8.888757254,Medio
203290013,El Calvario,68,8.2073671894,Medio
203300001,San Pedro Teutila,996,10.2638831313,Alto
203300004,El Faro,474,9.7841786345,Alto
203300007,Piedra Ancha o la Raya,341,10.1804458288,Alto
203300008,Playa Chica,37,8.5799275321,Medio
203300009,El Progreso,25,9.4150304774,Medio
203300010,San José Despoblado,61,3.3373141836,Bajo
203300011,San Juan Teutila,19,8.5990622302,Medio
203300012,Santo Domingo del Río,1092,8.7807787948,Medio
203300019,San José Despoblado Dos,20,10.1676985973,Alto
203300020,Lázaro Cárdenas (Colonia Lázaro Cárdenas),317,9.0191871252,Medio
203300022,Guerrero (Colonia Guerrero),353,9.023704208,Medio
203300023,La Nueva Esperanza,21,8.648735535,Medio
203300024,Los Pinos [Colonia],125,8.7213398882,Medio
203300025,San Isidro Piedra Ancha,280,9.5216877422,Medio
203300028,Arroyo Escondido,57,7.5206805408,Medio
203300029,San Juan Nuevo,74,7.1111242243,Bajo
203310001,San Pedro Tidaá,901,9.2100199745,Medio
203310002,Inuteyuu,17,8.6779993664,Medio
203310003,Yucutixiha,19,7.9387594989,Medio
203310004,Barrio Chico,45,9.179136789,Medio
203320001,San Pedro Topiltepec,159,10.1800143966,Alto
203320002,Santa María Tiltepec,194,10.4892830816,Alto
203320004,La Purísima,20,13.2467006991,Alto
203330001,San Pedro Totolápam,1756,11.4365289781,Alto
203330006,Horno de Cal,13,11.2110733375,Alto
203330007,El Limón,33,10.0942318647,Alto
203330008,Las Margaritas,146,11.1871494352,Alto
203330012,San Juan Guegoyachi,252,11.7218934474,Alto
203330014,El Trapichito,295,10.076298506,Alto
203330015,San José de Gracia,615,11.2775464345,Alto
203330021,Las Catarinas,18,10.2388778128,Alto
203330032,El Zapote,10,12.732695873699999,Alto
203330036,Colonia Colosio,147,11.1599667108,Alto
203340001,Villa de Tututepec,1894,10.9027903885,Alto
203340002,Santa María Acatepec,1093,8.7421518393,Medio
203340003,Agua Zarca,322,9.5141214499,Medio
203340005,San Antonio Río Verde,129,9.6281834154,Alto
203340007,El Cacalote,987,11.0580189231,Alto
203340008,Camalotillo,264,11.1463261363,Alto
203340009,La Cañada,333,9.8374469828,Alto
203340010,Benito Juárez,524,10.0284925048,Alto
203340011,El Ciruelito,133,8.8325053236,Medio
203340013,El Corral,68,9.4672032961,Medio
203340015,Chacalapa,612,9.977714236,Alto
203340016,Chacahua,427,10.1872430322,Alto
203340017,Charco Redondo,464,10.5742925419,Alto
203340018,Duva-Yoo,237,9.6828240127,Alto
203340019,El Faisán,483,10.363596656,Alto
203340020,El Gachupín,222,10.8605813991,Alto
203340022,Santiago Jocotepec,1768,10.0325163297,Alto
203340023,El Lagartero,136,10.4580035006,Alto
203340024,La Luz,2784,10.6339561561,Alto
203340025,El Mamey,290,9.7836548335,Alto
203340026,La Soledad,370,10.1193840401,Alto
203340027,Hidalgo,578,10.8066856106,Alto
203340029,Palma Sola,134,9.8807774781,Alto
203340030,La Pastoría,430,10.8581225897,Alto
203340031,Peñas Negras,573,9.9471117048,Alto
203340034,Río Grande o Piedra Parada,15373,10.9005896166,Alto
203340035,San Felipe,367,10.5211358469,Alto
203340036,San Francisco de Abajo,527,9.3617453464,Medio
203340037,San Francisco de Arriba,270,9.70148799,Alto
203340038,San José del Progreso,5029,10.6236004958,Alto
203340039,San José Manialtepec,1207,10.4540511043,Alto
203340040,San Martín Caballero,396,9.6358262043,Alto
203340041,San Miguel,585,10.2774580458,Alto
203340042,Santa Ana Tututepec,749,9.6571645108,Alto
203340043,Santa Cruz Tututepec,1018,10.1040873689,Alto
203340044,Santa Rosa de Lima,2621,11.2288928439,Alto
203340045,La Teja,163,9.6545543786,Alto
203340047,El Venado,207,8.8667493123,Medio
203340049,San José Yugué,78,10.465314086,Alto
203340052,La Plata,51,10.1679063143,Alto
203340053,Playa Vieja,195,9.7986505589,Alto
203340054,San Isidro Llano Grande,429,10.0895088957,Alto
203340059,El Azufre,498,9.023188186,Medio
203340063,Los Limones,55,10.5670091924,Alto
203340067,San Marquitos,450,9.4819606424,Medio
203340070,El Zapotalito,1074,10.7876846741,Alto
203340071,El Tlacuache,127,10.4132079562,Alto
203340073,Plan de Reforma,111,9.7189289291,Alto
203340079,Cerro Hermoso,158,10.2648078276,Alto
203340082,Roca Blanca,10,8.9972326403,Medio
203340110,El Carnero,55,8.8785271418,Medio
203340132,La Concha,18,8.9295004984,Medio
203340133,Los Llanos del Espinal,204,9.6700721201,Alto
203340137,Las Palmas (Arena Amarilla Kilómetro 120),43,9.1678098543,Medio
203340138,Rancho Nuevo,8,8.7249405192,Medio
203340153,Crucero del Faisán,44,11.5157805131,Alto
203340155,Las Brisas,11,7.7599238958,Medio
203340160,El Médano,10,8.5845539362,Medio
203340177,Minizundo,17,12.235923463,Alto
203340186,San Antonio,12,9.0669988285,Medio
203340188,La Tona Chacalapa,105,9.5102949375,Medio
203340192,El Mirador,397,10.1240143216,Alto
203340194,Chacalapa Abajo,16,9.2886281306,Medio
203340198,San Vicente,36,9.7366016242,Alto
203340199,Alejo Peralta [Colonia],323,10.3003796709,Alto
203340203,Playa la Encomienda,6,6.5361284324,Bajo
203340207,La Guadalupana [Colonia],283,10.5868280111,Alto
203340213,Rancho Lu,10,11.8180836276,Alto
203340216,El Señor,9,9.6967320426,Alto
203340228,La Torre [Colonia],250,9.8291535543,Alto
203340231,Barranca Honda,7,4.8890717215,Bajo
203340247,La Polar,27,11.2265198533,Alto
203340255,Villa Nueva,12,6.9061385044,Bajo
203340256,El Zanjón,137,7.2420128953,Medio
203340258,Kilómetro 88,14,7.0231922513,Bajo
203340270,El Tercer Sol,17,10.7097470901,Alto
203340274,Olivos del Sol,39,8.6758935353,Medio
203340275,Primero de Abril [Colonia],238,8.8149093381,Medio
203340277,Campamento Cerro Hermoso,313,8.6793883065,Medio
203340279,Loma Bonita [Colonia],36,9.2256346035,Medio
203340287,La Ceiba,40,9.7938415307,Alto
203340301,Chacahua la Grúa,478,9.070233959,Medio
203340309,Oaxaquilla [Colonia],43,7.2070635831,Medio
203350001,San Pedro Yaneri,490,8.8006515576,Medio
203350002,San Juan Tepanzacoalco,377,9.0447367574,Medio
203360001,San Pedro Yólox,759,11.3346177575,Alto
203360004,Rosario Temextitlán,253,10.8102983391,Alto
203360012,San Francisco la Reforma,276,10.3395435009,Alto
203360016,San Martín Buenavista,254,11.3979162606,Alto
203360017,Nuevo Rosario Temextitlán,143,10.9012959116,Alto
203360021,El Carrizal,8,7.3717726445,Medio
203370001,San Pedro y San Pablo Ayutla,2347,10.3215676632,Alto
203370002,Cerro del Amole,253,5.890613768,Bajo
203370003,Cerro Pelón,431,6.5113426619,Bajo
203370004,El Duraznal,719,8.3294925662,Medio
203370005,Lachicocana,464,5.7026713674,Bajo
203370007,El Paraíso,15,8.2945840268,Medio
203370014,El Portillo Matagallina,325,7.6935753595,Medio
203370015,Monte Rosa,250,7.1055776475,Bajo
203370016,La Laguna,167,7.6948709299,Medio
203370018,Yerba Santa,33,2.8109475974,Bajo
203370019,Rancho Encino,77,3.1102079271,Bajo
203370020,La Talera,29,3.8389150299,Bajo
203370021,El Portillo Guadalupe,51,7.2205536622,Medio
203370022,Duraznal,15,3.584717091,Bajo
203370023,Puente Azul,13,5.7837630899,Bajo
203370025,Rancho Magueyal,25,6.5897553093,Bajo
203370027,Tierra Blanca,20,5.748363044,Bajo
203370030,Tierra Caliente,219,5.3765047168,Bajo
203370031,El Manzanal,64,7.6253765326,Medio
203370035,Vista Hermosa,30,5.8442592145,Bajo
203370037,Esquipulas,50,7.2681032955,Medio
203380001,Villa de Etla,7997,11.9054831387,Alto
203380003,Santo Domingo Barrio Alto,1316,11.5973282794,Alto
203380005,El Pipal,11,9.5996345249,Alto
203380006,Moctezuma [Colonia],209,11.4003080226,Alto
203380007,Santo Domingo [Fraccionamiento],828,12.8114492824,Alto
203390001,San Pedro y San Pablo Teposcolula,2078,12.1067453249,Alto
203390002,Guadalupe Tixa,72,10.5544615232,Alto
203390003,Guadalupe Vista Hermosa,384,8.2060151133,Medio
203390004,San Felipe Ixtapa,116,11.4361362307,Alto
